id_mobilitas,iso_code,tanggal,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential,private_vehicle_movement,public_transport_usage,walking_cycling,morning_rush_hour,afternoon_activity,evening_rush_hour,night_activity,overall_mobility_index
1854,ID-NB,2021-03-14,-47.5,-21.9,-57.8,-34.6,-20.3,5.1,-27.3,-45.8,-7.2,-25.6,-35.2,-26.4,-40.6,-34.1
1855,ID-NT,2021-03-14,-25.0,-5.1,-34.4,-23.0,-26.4,4.1,-13.5,-22.4,-8.1,-18.1,-7.2,-14.6,-13.9,-24.8
1856,ID-KB,2021-03-14,-8.7,-1.7,-21.5,-20.7,-16.2,2.7,-12.4,-30.6,-3.6,-12.8,-20.3,-17.5,-17.5,-15.2
1857,ID-KT,2021-03-14,-5.2,-13.3,7.2,-22.1,-18.2,1.3,-8.4,-7.1,-6.5,-13.2,-6.1,-12.7,-11.5,-15.1
1858,ID-KS,2021-03-14,-7.5,-2.6,-40.6,-30.9,-13.0,7.2,-6.5,-16.3,-10.1,-13.9,-10.3,-17.9,-19.9,-17.1
1859,ID-KI,2021-03-14,-29.7,-10.7,-27.0,-9.3,-9.5,4.1,-14.2,-4.2,-12.1,-10.8,-10.7,-19.3,-8.7,-16.1
1860,ID-KU,2021-03-14,-36.5,-9.3,-7.0,-43.4,-14.0,7.2,-24.5,-29.0,-12.7,-18.0,-10.2,-25.9,-43.7,-31.3
1861,ID-SA,2021-03-14,-40.8,-14.1,-25.6,-54.7,-25.0,7.7,-28.6,-40.7,-24.1,-37.7,-29.1,-39.0,-44.6,-40.2
1862,ID-ST,2021-03-14,-42.5,-18.7,-60.5,-36.8,-14.2,7.2,-13.7,-29.4,-18.2,-22.3,-33.6,-26.0,-31.2,-31.2
1863,ID-SN,2021-03-14,-14.9,-18.3,-53.2,-48.8,-24.3,12.6,-27.3,-31.6,-7.6,-17.2,-35.4,-27.7,-47.3,-29.3
1864,ID-SG,2021-03-14,-7.0,-1.3,-4.6,-19.1,-10.6,5.3,-11.7,-5.4,-13.0,-2.0,-10.2,-0.8,-3.6,-12.2
1865,ID-GO,2021-03-14,-40.4,-13.3,-28.2,-32.5,-16.0,13.8,-18.8,-42.1,-12.4,-32.4,-20.4,-28.9,-46.7,-29.6
1866,ID-SR,2021-03-14,-38.9,-16.6,-29.8,-39.4,-10.5,11.1,-8.1,-43.6,-6.4,-29.9,-25.3,-24.1,-23.5,-29.6
1867,ID-MA,2021-03-14,-30.6,-1.6,-10.2,-12.9,-15.3,9.9,-8.3,-43.4,0.7,-21.0,-14.8,-23.7,-44.3,-19.6
1868,ID-MU,2021-03-14,-3.5,-0.4,-22.0,-7.2,-0.6,2.8,-2.4,0.1,-16.4,-4.4,-24.8,-5.1,-33.5,-3.8
1869,ID-PA,2021-03-14,-36.2,-11.2,-4.6,-29.6,-10.6,12.5,-21.5,-30.2,-28.0,-25.5,-11.7,-19.0,-23.8,-25.5
1870,ID-PB,2021-03-14,-44.6,-19.0,-22.1,-37.4,-5.7,9.0,-26.7,-37.1,0.8,-16.5,-6.7,-12.5,-28.6,-29.2
1871,ID-AC,2021-03-21,-19.2,-6.5,-43.5,-28.1,-20.9,8.0,-21.8,-19.0,3.9,-15.3,-1.5,-22.7,-12.4,-22.7
1872,ID-SU,2021-03-21,-47.6,-21.9,-61.5,-47.1,-21.2,9.2,-24.0,-69.2,-17.7,-30.5,-27.6,-24.4,-27.4,-38.6
1873,ID-SB,2021-03-21,-18.0,-3.8,0.9,-14.3,-3.0,7.5,-5.6,-32.1,-5.1,-17.7,-24.2,-21.1,-27.3,-11.8
1874,ID-RI,2021-03-21,-48.1,-27.6,-30.2,-39.6,-32.9,11.5,-32.9,-49.7,-16.3,-40.4,-36.1,-26.6,-40.2,-40.2
1875,ID-JA,2021-03-21,-25.6,-14.4,-28.7,-50.1,-42.4,6.1,-25.0,-58.6,-11.0,-29.5,-39.6,-33.4,-32.8,-39.3
1876,ID-SS,2021-03-21,-7.5,-7.5,-28.5,-38.3,-12.3,1.5,-18.6,-25.0,-22.8,-10.0,-23.0,-17.3,-15.6,-19.4
1877,ID-BE,2021-03-21,-26.0,-19.1,-61.1,-41.2,-21.8,11.0,-15.6,-70.2,-28.7,-22.2,-32.0,-23.2,-40.4,-29.6
1878,ID-LA,2021-03-21,-48.9,-14.7,-1.6,-48.9,-24.2,13.5,-26.3,-56.7,-20.9,-27.0,-20.4,-30.8,-23.0,-40.7
1879,ID-BB,2021-03-21,-18.4,-11.6,-0.5,-7.2,-23.5,1.7,-10.1,-3.0,5.8,-17.7,-9.7,-12.7,-22.0,-16.4
1880,ID-KR,2021-03-21,-42.4,-11.3,-10.3,-41.4,-31.7,6.7,-34.1,-48.2,-10.1,-28.9,-34.9,-30.8,-54.4,-38.5
1881,ID-JK,2021-03-21,-20.3,-26.6,-22.5,-30.3,-26.0,13.9,-27.2,-59.0,-13.5,-37.2,-28.9,-36.7,-42.2,-25.5
1882,ID-JB,2021-03-21,-39.4,-19.8,-48.6,-32.0,-12.2,13.0,-20.9,-40.8,-4.6,-34.2,-22.3,-16.7,-42.3,-27.9
1883,ID-JT,2021-03-21,-32.8,-8.4,-19.5,-5.7,-12.8,8.2,-12.4,-13.8,-10.9,-20.4,-16.6,-13.4,-1.3,-17.1
1884,ID-YO,2021-03-21,-35.2,-6.5,-50.4,-25.5,-19.2,3.3,-15.3,-48.4,-22.9,-20.8,-19.8,-18.3,-16.0,-26.6
1885,ID-JI,2021-03-21,-43.8,-23.2,-35.2,-37.7,-10.3,9.3,-25.1,-40.8,-6.4,-28.9,-35.1,-32.4,-29.7,-30.6
1886,ID-BT,2021-03-21,-57.4,-27.2,-42.9,-46.9,-18.0,7.6,-19.5,-61.5,-16.3,-37.5,-23.4,-34.8,-53.8,-40.7
1887,ID-BA,2021-03-21,-18.1,-23.3,-56.2,-50.5,-38.8,12.4,-16.6,-52.4,-11.5,-30.4,-14.4,-30.9,-48.8,-35.8
1888,ID-NB,2021-03-21,-11.7,-18.9,-49.4,-51.4,-19.8,6.1,-29.6,-40.7,-6.6,-29.1,-36.8,-32.2,-18.2,-27.6
1889,ID-NT,2021-03-21,-28.1,-2.2,12.0,-9.7,-8.4,8.3,-14.1,-41.5,0.4,-13.7,-19.1,-24.6,-28.1,-15.4
1890,ID-KB,2021-03-21,-55.0,-14.5,-39.0,-30.6,-27.1,8.9,-16.7,-37.0,-16.5,-36.3,-40.8,-33.0,-31.6,-37.6
1891,ID-KT,2021-03-21,-24.9,-19.6,-39.9,-35.7,-27.6,12.8,-19.0,-62.5,-4.8,-27.0,-20.8,-33.7,-55.8,-29.4
1892,ID-KS,2021-03-21,-8.5,-2.6,9.1,-37.9,-18.7,5.8,-20.6,-27.7,0.3,-8.4,-27.8,-19.4,-30.1,-21.7
1893,ID-KI,2021-03-21,-46.8,-12.3,-8.4,-45.7,-41.4,14.6,-31.8,-45.0,-19.0,-28.1,-19.4,-29.6,-59.3,-44.7
1894,ID-KU,2021-03-21,-28.7,-18.1,-26.3,-34.3,-27.1,10.4,-21.2,-65.4,-12.7,-36.6,-32.8,-30.1,-37.0,-30.1
1895,ID-SA,2021-03-21,-11.9,-17.0,-25.4,-9.3,-20.7,5.0,-7.2,-29.6,-22.2,-7.4,-27.9,-22.7,-30.5,-14.0
1896,ID-ST,2021-03-21,-37.3,-0.4,4.0,-11.6,-10.8,9.4,-17.8,-35.1,-20.1,-12.8,-9.8,-23.6,-31.5,-19.9
1897,ID-SN,2021-03-21,-14.1,-6.7,-6.3,-36.9,-27.7,5.2,-12.7,-38.0,-20.0,-38.1,-12.9,-32.4,-37.5,-26.3
1898,ID-SG,2021-03-21,-17.4,-4.7,-39.8,-30.0,-10.4,10.6,-23.9,-24.0,-3.5,-25.8,-22.1,-26.1,-37.0,-19.3
1899,ID-GO,2021-03-21,-32.2,-19.8,-18.2,-50.8,-37.1,5.1,-20.6,-48.9,-18.3,-37.5,-13.0,-32.4,-43.8,-40.0
1900,ID-SR,2021-03-21,-32.9,-24.2,-60.6,-38.1,-41.2,6.5,-30.6,-53.4,-23.8,-31.0,-32.7,-39.1,-43.5,-37.4
1901,ID-MA,2021-03-21,-30.3,-9.9,-36.1,-31.5,-28.0,5.2,-19.1,-52.7,-19.2,-21.3,-25.8,-21.0,-51.9,-29.9
1902,ID-MU,2021-03-21,0.5,-5.9,-26.2,-35.1,-6.0,6.0,-3.6,-33.9,-17.0,-24.6,-0.6,-22.2,-25.2,-13.5
1903,ID-PA,2021-03-21,-40.2,-21.8,-61.1,-56.0,-23.1,14.7,-15.5,-53.8,-11.7,-24.3,-18.2,-26.4,-42.0,-39.8
1904,ID-PB,2021-03-21,-37.1,-22.1,-49.9,-34.5,-31.9,8.2,-27.1,-44.1,-16.2,-29.5,-24.3,-34.3,-49.9,-34.5
1905,ID-AC,2021-03-28,-26.6,-22.0,-68.1,-33.7,-24.1,12.9,-36.8,-42.6,-21.0,-41.2,-32.1,-43.7,-49.1,-28.1
1906,ID-SU,2021-03-28,-10.3,0.8,-16.1,-11.6,-23.1,0.2,-0.6,-8.1,-19.1,-20.7,-25.2,-12.8,-17.3,-15.0
1907,ID-SB,2021-03-28,-29.1,3.3,-40.2,-15.8,-1.3,0.0,-13.1,-14.7,-15.7,-9.9,-14.0,-3.8,-22.5,-15.4
1908,ID-RI,2021-03-28,-8.5,-9.3,-16.7,-20.0,-32.1,6.9,-18.8,-13.9,-1.0,-14.7,-5.4,-15.4,-27.1,-20.2
1909,ID-JA,2021-03-28,-33.4,-9.4,-18.7,-9.1,0.1,9.6,-3.4,-16.9,-19.1,-17.2,-23.7,-11.2,-21.2,-14.1
1910,ID-SS,2021-03-28,-38.5,-22.3,-31.8,-41.1,-13.8,12.9,-33.0,-56.1,-5.6,-40.3,-37.0,-40.7,-38.4,-31.1
1911,ID-BE,2021-03-28,-6.1,-3.6,1.4,-12.5,-21.3,4.1,-6.6,-18.0,-3.8,-20.1,-0.8,-18.5,-1.9,-13.3
1912,ID-LA,2021-03-28,-22.1,-7.9,-54.2,-39.9,-16.0,6.9,-26.7,-62.9,-4.0,-31.6,-39.1,-24.8,-55.1,-26.0
1913,ID-BB,2021-03-28,-24.0,-1.2,-11.2,-34.0,-1.5,0.5,-10.2,-13.9,-10.7,-9.5,-17.1,-23.0,-8.5,-19.8
1914,ID-KR,2021-03-28,-30.7,-19.9,-23.9,-18.3,-32.3,3.2,-21.2,-45.7,-4.6,-23.6,-24.5,-29.4,-27.4,-27.1
1915,ID-JK,2021-03-28,-11.2,-16.3,11.5,-26.8,-24.0,8.3,-6.6,-25.1,-2.8,-15.2,-18.9,-16.6,-9.7,-20.7
1916,ID-JB,2021-03-28,-29.0,-15.0,-21.0,-34.7,-16.9,12.7,-32.3,-67.7,-6.2,-33.9,-16.1,-43.8,-36.2,-26.9
1917,ID-JT,2021-03-28,-33.1,-6.7,-39.7,-25.9,-20.9,9.8,-25.5,-44.6,-7.5,-32.3,-30.2,-30.0,-54.9,-26.6
1918,ID-YO,2021-03-28,-9.3,-11.1,7.3,-19.6,-26.6,2.2,-7.4,-38.4,-7.1,-9.1,-13.2,-8.1,-5.0,-18.5
1919,ID-JI,2021-03-28,-21.8,-6.5,-13.1,-13.6,-14.9,3.0,-19.4,-15.1,3.7,-21.4,-26.9,-16.0,-18.2,-16.8
1920,ID-BT,2021-03-28,-25.4,-10.7,-25.5,-17.3,-29.6,8.0,-12.2,-36.0,-0.8,-13.9,-31.2,-16.1,-36.5,-24.1
1921,ID-BA,2021-03-28,-33.6,-8.9,-29.1,-15.5,-29.6,6.1,-19.5,-37.0,-18.3,-13.7,-18.7,-12.4,-27.8,-26.2
1922,ID-NB,2021-03-28,-54.0,-9.4,-7.8,-29.1,-40.3,12.0,-20.6,-60.4,-23.0,-23.0,-34.9,-26.7,-35.6,-41.1
1923,ID-NT,2021-03-28,0.2,-16.1,-40.8,-15.6,-16.6,6.6,-12.1,-35.4,-21.5,-14.0,-14.1,-8.6,-28.9,-10.7
1924,ID-KB,2021-03-28,-5.1,-11.4,-3.9,-17.5,-5.4,9.4,-11.7,-18.7,-12.4,-20.4,-29.1,-19.5,-37.6,-9.3
1925,ID-KT,2021-03-28,-24.4,-2.8,-14.7,-0.3,3.9,-0.2,-11.5,-1.5,-5.3,-6.5,-18.3,-5.6,-31.6,-6.9
1926,ID-KS,2021-03-28,-37.8,-21.8,-34.3,-33.9,-34.6,6.3,-14.4,-43.9,-28.0,-27.8,-14.3,-18.6,-25.7,-35.4
1927,ID-KI,2021-03-28,-51.5,-13.2,-34.6,-36.4,-21.6,10.8,-30.5,-37.9,-28.6,-18.9,-20.4,-38.1,-32.9,-36.5
1928,ID-KU,2021-03-28,-25.4,-2.9,-14.3,-29.1,-11.5,-0.2,-15.6,-25.3,8.4,-19.7,0.1,-20.5,-12.1,-22.0
1929,ID-SA,2021-03-28,-3.8,-11.9,-12.3,-38.5,-20.8,1.7,-9.3,-12.1,-21.6,-12.7,-4.6,-25.4,-15.1,-21.0
1930,ID-ST,2021-03-28,-19.0,-11.3,-8.1,1.3,-18.7,3.0,-12.3,-32.3,9.2,-1.0,-16.3,-14.9,4.8,-12.2
1931,ID-SN,2021-03-28,-49.6,-12.0,-51.4,-42.7,-41.6,6.7,-34.4,-72.7,-4.1,-24.7,-44.6,-31.9,-28.1,-44.6
1932,ID-SG,2021-03-28,-36.1,0.9,9.9,-8.8,-9.3,6.1,-17.5,-26.6,-5.5,-20.6,-5.9,-16.8,-13.1,-18.1
1933,ID-GO,2021-03-28,-36.4,0.4,6.4,-10.8,-9.7,9.1,-18.5,-11.2,-22.4,-11.1,0.4,-17.6,-40.6,-18.9
1934,ID-SR,2021-03-28,-13.1,-8.6,-37.5,-7.4,3.2,8.2,-14.1,-25.3,-7.7,-19.1,-12.7,-16.2,-23.0,-5.8
1935,ID-MA,2021-03-28,-21.8,2.0,8.0,-17.6,-23.1,8.4,-19.1,-42.5,-19.2,-5.8,-19.1,-15.2,-3.1,-20.8
1936,ID-MU,2021-03-28,-29.3,-23.2,-38.7,-48.1,-12.3,11.1,-19.5,-53.8,-18.8,-30.3,-32.6,-20.5,-45.0,-29.9
1937,ID-PA,2021-03-28,7.6,-10.6,-5.8,-12.8,-5.6,4.4,-0.6,-31.6,-2.7,-7.6,-8.9,-12.9,-9.9,-3.6
1938,ID-PB,2021-03-28,-47.7,-5.0,-45.2,-30.0,-35.3,11.9,-26.6,-48.9,-0.1,-29.3,-35.7,-34.2,-28.7,-37.7
1939,ID-AC,2021-04-04,-37.6,-15.2,-26.7,-31.3,-20.4,6.4,-16.4,-55.9,-5.7,-31.2,-29.5,-30.1,-26.4,-29.8
1940,ID-SU,2021-04-04,-27.5,-8.9,-30.8,-9.7,-26.4,10.1,-19.5,-11.5,-2.7,-16.4,-9.2,-18.9,-32.7,-21.2
1941,ID-SB,2021-04-04,-1.4,-18.5,1.6,-23.8,-8.3,5.1,-19.0,-38.3,-24.7,-25.7,-27.7,-12.1,-29.7,-11.2
1942,ID-RI,2021-04-04,-16.8,-13.6,-45.3,-37.7,-26.1,10.4,-17.5,-28.6,2.9,-20.5,-26.0,-27.4,-6.9,-26.8
1943,ID-JA,2021-04-04,-38.3,-4.7,-13.6,-30.7,-27.6,5.0,-7.4,-20.9,3.7,-26.4,-15.2,-17.2,-38.6,-32.2
1944,ID-SS,2021-04-04,-42.2,-15.8,-18.8,-31.1,-16.8,10.4,-17.6,-57.8,-7.0,-32.7,-9.8,-31.4,-36.5,-30.0
1945,ID-BE,2021-04-04,-5.1,-10.2,3.3,-23.2,-27.6,6.9,-3.6,-39.6,-0.5,-23.9,-3.7,-6.8,-32.3,-18.7
1946,ID-LA,2021-04-04,-35.0,-20.8,-7.4,-45.3,-28.8,5.8,-17.3,-45.9,-20.6,-29.8,-40.0,-41.1,-23.7,-36.4
1947,ID-BB,2021-04-04,-32.2,-8.1,-30.1,-32.8,-17.2,5.0,-12.0,-38.1,-6.7,-21.8,-19.6,-22.9,-50.2,-27.4
1948,ID-KR,2021-04-04,-31.3,-3.0,-22.9,-37.2,-4.1,5.9,-15.2,-45.3,-6.0,-13.1,-7.7,-17.4,-18.9,-24.2
1949,ID-JK,2021-04-04,-31.0,-22.2,-11.7,-31.4,-36.7,4.5,-18.5,-56.1,-1.2,-19.8,-25.5,-27.4,-45.7,-33.0
1950,ID-JB,2021-04-04,-46.7,-9.0,-26.9,-43.5,-23.8,6.8,-25.3,-38.4,-11.8,-26.7,-13.5,-25.4,-46.9,-38.0
1951,ID-JT,2021-04-04,1.8,-13.0,-7.1,-21.9,0.2,8.7,-0.6,-41.3,-19.6,-9.5,-23.2,-22.5,-5.4,-6.6
1952,ID-YO,2021-04-04,-36.0,-18.1,-6.4,-23.0,-20.6,5.9,-24.4,-36.6,-3.5,-21.9,-28.8,-21.9,-19.8,-26.5
1953,ID-JI,2021-04-04,-16.4,-14.6,-21.8,-25.7,-38.9,8.0,-11.7,-35.1,-3.9,-20.9,-15.9,-33.8,-39.2,-27.0
1954,ID-BT,2021-04-04,-55.8,-15.7,-41.9,-47.1,-34.3,11.2,-24.5,-62.5,-10.6,-30.3,-36.7,-29.3,-54.2,-45.7
1955,ID-BA,2021-04-04,-50.6,-21.8,-52.7,-31.6,-23.6,8.4,-28.1,-32.2,-23.8,-31.6,-17.6,-33.3,-35.9,-35.3
1956,ID-NB,2021-04-04,-25.3,2.4,-21.2,-20.8,-8.8,-0.1,-12.0,-27.3,1.0,-10.1,-7.1,-16.7,-0.3,-18.3
1957,ID-NT,2021-04-04,-21.1,-10.0,14.9,-12.6,-16.0,7.0,-1.8,-29.7,7.9,-1.8,-15.0,-6.2,-3.8,-16.5
1958,ID-KB,2021-04-04,-23.0,-8.5,-53.8,-30.3,-19.2,10.3,-24.4,-47.7,-9.2,-41.6,-42.3,-32.4,-44.6,-24.2
1959,ID-KT,2021-04-04,-31.4,-12.5,-59.7,-39.5,-39.3,13.9,-17.2,-39.3,-25.6,-24.2,-21.8,-34.3,-23.0,-36.7
1960,ID-KS,2021-04-04,-22.9,-4.2,-31.1,-24.5,1.8,2.8,0.6,-23.9,-9.8,-8.9,-24.8,-3.9,3.6,-15.2
1961,ID-KI,2021-04-04,-21.6,-8.6,-32.3,-21.7,-15.8,11.0,-22.5,-43.3,-24.9,-9.1,-2.8,-20.2,-26.2,-19.7
1962,ID-KU,2021-04-04,-35.1,-18.6,-31.0,-16.6,-15.6,3.2,-7.4,-42.4,-4.2,-21.3,-31.7,-22.3,-28.2,-22.4
1963,ID-SA,2021-04-04,-24.7,-6.9,-22.0,-33.3,-6.1,9.9,-17.5,-45.7,-3.5,-13.9,-8.5,-27.2,-9.8,-21.4
1964,ID-ST,2021-04-04,-47.9,-17.3,-47.9,-29.2,-16.3,4.6,-19.7,-38.8,-2.0,-35.1,-25.5,-21.0,-34.6,-31.1
1965,ID-SN,2021-04-04,-41.1,-13.8,-38.3,-22.9,-12.7,11.8,-17.2,-32.9,-1.5,-18.0,-23.9,-24.7,-39.0,-25.6
1966,ID-SG,2021-04-04,-10.5,-4.8,-16.4,-27.5,-26.7,7.6,-11.0,-56.7,-4.1,-27.0,-22.2,-20.1,-48.4,-21.6
1967,ID-GO,2021-04-04,-19.0,-6.5,-11.8,-24.0,-36.8,11.6,-19.0,-36.7,-25.6,-35.2,-33.4,-25.6,-38.9,-26.6
1968,ID-SR,2021-04-04,-23.9,-13.7,-5.4,-30.4,-40.2,5.3,-21.7,-54.6,-30.5,-32.6,-36.7,-29.5,-49.2,-31.5
1969,ID-MA,2021-04-04,-7.9,-2.3,-31.4,-8.1,-0.1,4.8,-10.8,-27.2,-7.3,-16.2,-3.8,-13.2,-8.7,-5.4
1970,ID-MU,2021-04-04,-2.9,-9.5,-13.0,0.2,-9.1,7.1,-12.1,-30.7,6.6,-16.3,-17.4,-7.8,-4.9,-4.0
1971,ID-PA,2021-04-04,-29.8,-1.5,-1.7,-4.5,-6.7,5.6,-6.9,-26.0,5.3,-1.3,-17.6,-14.9,-23.0,-13.7
1972,ID-PB,2021-04-04,-36.3,-11.9,2.5,-32.7,-21.3,8.1,-15.0,-29.1,-11.0,-30.3,-30.5,-13.3,-33.8,-30.1
1973,ID-AC,2021-04-11,-41.6,-13.1,-28.6,-34.5,-16.1,7.1,-13.4,-34.5,-15.5,-12.3,-8.0,-30.0,-18.8,-30.7
1974,ID-SU,2021-04-11,-37.3,-20.7,-4.7,-20.4,-9.9,5.5,-21.1,-38.6,-22.3,-24.0,-17.5,-30.7,-24.1,-22.5
1975,ID-SB,2021-04-11,-3.0,-16.7,-36.5,-25.5,-13.3,-0.8,-11.2,-4.5,4.3,-7.3,-20.6,-2.1,-11.0,-13.9
1976,ID-RI,2021-04-11,-27.7,-9.0,0.8,-11.9,-20.8,1.6,-15.2,-41.3,-9.0,-10.7,-28.0,-14.2,-33.7,-20.1
1977,ID-JA,2021-04-11,-37.4,-24.1,-49.9,-54.6,-29.7,12.5,-24.3,-37.9,-8.2,-25.4,-36.3,-37.5,-32.2,-40.6
1978,ID-SS,2021-04-11,-16.3,-2.1,-13.0,-17.3,-24.6,8.6,-16.8,-35.5,4.9,-20.3,-23.9,-25.5,-13.5,-19.4
1979,ID-BE,2021-04-11,-35.0,-19.7,-31.9,-38.1,-19.6,8.7,-23.8,-53.5,-15.8,-32.4,-36.5,-28.7,-26.7,-30.9
1980,ID-LA,2021-04-11,-15.8,-13.1,-14.4,-20.5,-23.6,7.8,-4.8,-4.5,-4.7,-15.7,-15.0,-22.2,-6.8,-20.0
1981,ID-BB,2021-04-11,-34.6,-8.1,-51.7,-21.2,-36.2,10.9,-28.0,-50.1,-12.8,-32.2,-22.3,-27.6,-43.8,-30.6
1982,ID-KR,2021-04-11,-31.0,-10.3,-17.0,-27.2,-24.1,5.9,-25.9,-25.3,-27.2,-29.1,-35.2,-19.6,-43.4,-27.4
1983,ID-JK,2021-04-11,-50.6,-25.0,-36.0,-42.8,-42.4,8.5,-25.4,-72.4,-19.1,-42.8,-35.0,-36.3,-31.4,-45.2
1984,ID-JB,2021-04-11,-30.5,0.4,15.2,-15.9,2.3,4.3,-19.5,-28.8,-19.2,-10.8,-8.5,-16.9,0.8,-14.7
1985,ID-JT,2021-04-11,-3.3,-3.3,-14.6,-33.4,-17.6,2.8,-15.8,-38.4,4.5,-23.8,-27.3,-8.3,-16.9,-18.1
1986,ID-YO,2021-04-11,-58.6,-28.5,-67.8,-34.1,-36.3,7.7,-18.9,-48.9,-14.5,-26.3,-22.7,-39.9,-65.2,-43.0
1987,ID-JI,2021-04-11,-10.8,2.0,-34.5,-4.3,-21.0,0.0,-5.5,-9.3,-2.2,-3.3,-11.2,-15.2,-7.0,-12.1
1988,ID-BT,2021-04-11,-29.5,-8.3,-0.0,-40.3,-9.4,4.5,-27.3,-53.1,-7.4,-23.5,-26.7,-17.9,-44.4,-26.4
1989,ID-BA,2021-04-11,-24.6,-11.6,-29.0,-25.4,-23.8,4.8,-14.8,-30.8,2.6,-6.9,-9.1,-8.9,-32.1,-24.6
1990,ID-NB,2021-04-11,-30.5,-11.0,-2.8,-9.0,-15.6,6.9,-2.1,-43.3,-19.9,-16.8,-14.3,-11.1,-11.0,-18.4
1991,ID-NT,2021-04-11,-33.5,-11.7,-31.0,-32.5,-25.7,11.1,-33.0,-73.3,-32.6,-24.9,-38.4,-36.5,-40.2,-30.6
1992,ID-KB,2021-04-11,-43.9,-26.7,-18.5,-42.4,-23.1,14.0,-26.0,-58.0,-21.4,-26.1,-15.6,-32.3,-58.5,-36.5
1993,ID-KT,2021-04-11,-19.6,-13.5,2.8,-32.5,-27.6,10.8,-18.4,-20.1,-18.4,-19.7,-4.5,-18.5,-3.7,-26.6
1994,ID-KS,2021-04-11,-34.7,-12.5,-8.6,-44.4,-18.0,6.8,-30.0,-47.5,-11.3,-37.0,-27.8,-22.9,-40.8,-32.4
1995,ID-KI,2021-04-11,-22.0,-9.3,-51.0,-37.9,-15.5,6.7,-17.4,-30.1,-2.7,-26.7,-30.4,-25.8,-28.0,-25.1
1996,ID-KU,2021-04-11,-33.7,-1.6,-28.2,-25.1,-14.0,3.5,-4.3,-6.6,3.1,-15.7,-10.2,-21.2,-20.8,-24.3
1997,ID-SA,2021-04-11,-14.4,-12.2,-56.2,-44.7,-16.3,3.7,-26.6,-37.8,1.4,-31.5,-10.4,-31.6,-40.9,-25.1
1998,ID-ST,2021-04-11,-20.7,-0.8,-30.1,-33.1,-18.5,2.1,-1.0,-29.6,-16.0,-9.9,-13.2,-17.5,-0.5,-24.1
1999,ID-SN,2021-04-11,-26.1,-7.8,-17.4,-31.2,-27.5,11.5,-22.4,-41.5,-1.9,-24.0,-26.7,-16.5,-40.7,-28.2
2000,ID-SG,2021-04-11,-30.3,-15.3,-52.8,-25.3,-21.3,9.5,-16.4,-60.0,-7.8,-35.4,-29.1,-22.0,-32.5,-25.6
2001,ID-GO,2021-04-11,-19.2,-8.7,-38.0,-22.0,-6.2,7.1,-7.4,-20.8,-14.4,-22.2,-12.6,-20.7,-32.1,-15.8
2002,ID-SR,2021-04-11,-25.4,-12.3,-31.4,-39.9,-23.7,8.4,-22.8,-47.6,-33.5,-41.7,-39.8,-30.3,-57.1,-29.7
2003,ID-MA,2021-04-11,-46.1,-17.7,-0.2,-22.3,-15.0,3.8,-21.6,-32.6,-27.4,-29.4,-21.7,-15.9,-38.9,-27.8
2004,ID-MU,2021-04-11,-41.0,-24.4,-64.8,-41.1,-23.3,6.7,-24.4,-50.6,-28.2,-39.2,-42.1,-29.7,-43.7,-35.1
2005,ID-PA,2021-04-11,-26.7,-11.3,-27.9,-45.3,-35.6,13.1,-26.5,-68.6,-23.2,-34.5,-39.1,-32.1,-32.7,-35.9
2006,ID-PB,2021-04-11,-42.8,-14.5,-8.1,-38.8,-28.2,6.8,-32.6,-67.7,-19.6,-34.3,-34.2,-36.2,-41.2,-36.6
2007,ID-AC,2021-04-18,-27.5,-16.4,-52.3,-47.1,-21.1,16.3,-31.9,-39.5,-25.6,-30.2,-20.1,-29.3,-29.4,-31.9
2008,ID-SU,2021-04-18,-13.8,-10.9,-17.1,-42.0,-27.6,10.9,-17.9,-53.6,-3.8,-20.5,-12.0,-27.9,-21.1,-27.8
2009,ID-SB,2021-04-18,-40.0,-18.6,-10.3,-36.5,-27.6,9.4,-27.5,-62.7,-29.7,-25.1,-43.9,-32.8,-45.2,-34.7
2010,ID-RI,2021-04-18,-15.6,-16.3,2.4,-5.0,-14.9,4.9,-14.8,-9.0,-4.1,-18.3,-5.0,-13.7,-18.0,-11.8
2011,ID-JA,2021-04-18,-31.6,-10.1,-39.0,-53.1,-33.1,15.1,-32.9,-55.9,-31.8,-35.3,-42.5,-38.5,-60.3,-39.3
2012,ID-SS,2021-04-18,-22.8,-10.0,-3.6,-7.4,-15.5,5.1,-6.3,-22.8,-1.5,-15.0,-23.0,-15.5,-10.1,-15.2
2013,ID-BE,2021-04-18,-20.8,3.1,11.2,-3.1,4.2,7.3,-3.5,0.4,-10.0,-18.7,3.7,-9.4,-32.4,-6.6
2014,ID-LA,2021-04-18,-26.4,-25.4,-36.9,-38.5,-22.0,12.8,-31.2,-35.9,-26.8,-21.9,-17.4,-33.4,-40.8,-29.0
2015,ID-BB,2021-04-18,-52.1,-27.0,-41.4,-47.4,-32.7,6.2,-29.3,-51.3,-20.1,-28.0,-21.7,-41.3,-55.8,-44.1
2016,ID-KR,2021-04-18,-25.6,-25.1,-34.4,-52.2,-26.2,13.0,-22.9,-55.8,-27.3,-27.4,-31.0,-22.5,-30.0,-34.7
2017,ID-JK,2021-04-18,-20.4,-8.2,-12.9,-21.1,-18.1,-0.7,-8.4,-7.5,-12.9,-19.3,-21.0,-4.3,-4.6,-19.9
