id_ekonomi,iso_code,tahun,bulan,pdrb_milyar,pertumbuhan_ekonomi,inflasi_rate,tingkat_pengangguran,tingkat_partisipasi_kerja,upah_minimum_regional,sektor_pertanian,sektor_industri,sektor_perdagangan,sektor_jasa,sektor_pariwisata,penurunan_omzet_umkm,penutupan_usaha,bantuan_sosial_milyar,recovery_index,business_confidence
362,ID-KS,2020,11,184.4,-2.35,2.21,10.11,64.03,1435578,32.17,16.17,17.15,10.15,7.62,63.02,785,176.71,34.25,30.71
363,ID-KI,2020,11,208.55,-6.67,0.85,11.8,66.83,1468698,31.26,24.07,22.14,11.16,10.63,57.35,489,208.58,29.45,25.07
364,ID-KU,2020,11,196.41,-5.65,2.18,10.79,71.06,1499199,26.69,24.07,23.19,10.59,6.57,32.43,981,452.66,25.7,28.43
365,ID-SA,2020,11,188.78,-3.11,0.87,10.87,71.56,1452854,22.85,14.82,22.86,19.77,7.83,61.58,669,100.15,27.51,26.88
366,ID-ST,2020,11,212.75,-5.24,2.66,11.04,73.61,1446721,27.53,24.65,17.1,11.55,6.19,46.51,107,393.96,43.83,34.69
367,ID-SN,2020,11,529.31,-7.59,1.11,11.28,71.34,1513012,27.84,12.59,17.97,17.83,11.66,46.3,758,325.75,42.91,33.24
368,ID-SG,2020,11,191.66,-8.12,0.68,8.16,62.05,1559512,23.06,22.79,18.99,19.24,10.84,44.27,596,209.87,37.02,44.51
369,ID-GO,2020,11,202.72,-8.28,1.31,11.07,60.74,1473328,34.38,17.45,22.43,11.46,6.47,32.24,729,275.81,31.61,30.16
370,ID-SR,2020,11,214.92,-8.34,1.82,11.11,73.09,1551704,28.77,19.19,22.62,16.07,5.13,46.62,663,67.75,46.2,54.47
371,ID-MA,2020,11,194.79,-6.51,1.65,10.8,62.78,1572612,28.22,15.51,23.0,11.57,7.57,41.21,899,209.91,48.45,47.46
372,ID-MU,2020,11,192.26,-2.04,2.74,9.46,71.96,1543956,32.47,19.34,20.85,14.91,8.63,68.2,782,102.89,29.22,25.6
373,ID-PA,2020,11,180.84,-3.21,0.86,6.69,60.02,1453797,39.88,17.04,17.14,14.14,5.11,42.08,291,469.47,25.31,17.93
374,ID-PB,2020,11,210.34,-4.99,2.76,7.58,61.51,1513244,34.37,14.92,20.11,11.92,13.77,32.83,622,186.71,32.93,35.06
375,ID-AC,2020,12,193.21,-6.24,1.99,9.92,63.28,1459896,21.94,18.54,23.86,17.39,14.07,44.23,584,116.72,42.81,46.4
376,ID-SU,2020,12,639.95,-6.12,2.4,8.48,72.93,1982507,23.5,13.57,23.47,13.59,6.33,39.37,126,404.6,41.23,48.48
377,ID-SB,2020,12,187.56,-4.02,2.18,9.14,72.17,1539234,25.49,15.97,21.75,12.83,12.32,41.79,604,210.98,22.18,28.96
378,ID-RI,2020,12,614.62,-4.58,2.84,7.12,72.33,1435837,36.19,23.39,16.63,18.76,5.07,68.78,928,464.0,49.98,49.35
379,ID-JA,2020,12,183.2,-3.13,1.82,11.02,66.95,1569204,22.31,18.86,19.04,15.19,14.55,52.44,936,228.54,23.69,15.29
380,ID-SS,2020,12,208.58,-4.81,2.98,7.55,61.63,1550722,27.2,14.29,24.48,18.44,13.81,65.69,443,497.55,46.14,46.69
381,ID-BE,2020,12,201.32,-6.81,2.81,10.73,61.75,1569515,35.67,24.41,21.16,13.66,10.02,56.7,424,251.35,25.68,19.0
382,ID-LA,2020,12,212.09,-7.2,2.3,7.83,69.41,1510641,23.95,10.62,19.31,17.25,6.43,42.44,845,168.03,32.95,29.37
383,ID-BB,2020,12,182.69,-3.88,0.64,9.17,62.65,1472864,23.06,18.8,19.51,15.73,6.31,60.83,299,252.27,47.08,56.26
384,ID-KR,2020,12,193.95,-8.66,2.57,9.64,72.26,1548108,33.58,12.77,16.46,14.4,14.51,47.33,459,298.85,43.36,40.31
385,ID-JK,2020,12,2704.97,-7.41,2.68,10.16,73.95,4345810,6.2,34.93,22.16,15.88,6.49,38.68,738,267.16,34.73,28.72
386,ID-JB,2020,12,1630.37,-2.59,0.79,11.73,68.03,1758187,10.35,34.63,29.49,16.45,6.87,68.23,373,284.24,48.68,40.8
387,ID-JT,2020,12,1107.83,-4.76,2.69,7.89,68.89,1688453,23.25,23.87,17.53,18.61,8.9,42.69,704,118.88,21.97,25.78
388,ID-YO,2020,12,194.09,-3.93,2.56,10.99,62.23,1530275,25.67,19.86,15.5,16.44,7.24,64.02,501,104.67,24.14,15.78
389,ID-JI,2020,12,1742.6,-2.62,1.25,7.74,73.43,1908387,11.58,42.02,22.3,17.99,3.25,35.43,842,359.12,41.85,34.41
390,ID-BT,2020,12,189.68,-4.3,2.42,6.34,61.2,1526836,39.32,16.34,20.79,15.14,5.65,32.07,562,265.42,37.45,40.59
391,ID-BA,2020,12,299.41,-4.53,1.14,10.12,65.77,2582188,28.1,18.22,23.74,19.8,13.2,60.49,653,343.98,43.59,49.61
392,ID-NB,2020,12,185.45,-6.72,2.75,10.4,71.2,1501670,25.83,15.31,20.02,15.59,14.89,41.72,209,127.46,29.9,23.45
393,ID-NT,2020,12,196.86,-1.72,2.85,7.42,61.63,1480327,26.32,14.05,21.95,18.3,14.92,66.39,190,85.39,31.4,32.17
394,ID-KB,2020,12,196.49,-7.6,2.62,8.35,64.47,1569618,30.55,15.11,22.47,15.9,14.19,32.54,395,215.27,49.13,49.22
395,ID-KT,2020,12,215.31,-3.61,2.79,7.42,62.65,1470585,24.12,19.24,20.31,15.2,9.75,66.44,439,111.07,22.46,16.66
396,ID-KS,2020,12,216.83,-6.2,1.32,11.67,66.04,1501012,21.97,19.41,15.1,15.49,14.65,59.09,578,166.41,32.39,29.33
397,ID-KI,2020,12,198.71,-2.7,0.67,10.38,74.08,1495830,29.1,12.87,24.02,11.84,5.33,46.8,215,439.39,40.27,46.05
398,ID-KU,2020,12,204.39,-4.52,2.03,10.01,67.04,1467549,36.2,18.09,16.69,17.18,7.31,63.6,263,157.95,45.92,48.52
399,ID-SA,2020,12,203.9,-4.44,1.9,11.82,69.83,1471202,21.25,14.33,24.71,13.93,14.7,50.89,226,192.56,29.7,21.74
400,ID-ST,2020,12,197.14,-2.85,2.49,7.87,69.69,1561690,22.33,19.51,17.9,12.69,6.37,68.45,366,227.03,35.54,37.38
401,ID-SN,2020,12,474.42,-6.15,1.69,8.69,66.49,1542421,27.2,17.62,23.77,12.71,11.16,40.81,635,380.91,28.1,27.15
402,ID-SG,2020,12,198.75,-1.29,0.89,6.15,73.08,1499627,29.14,24.53,17.97,19.91,14.48,57.35,913,219.6,27.7,28.25
403,ID-GO,2020,12,184.01,-4.44,1.58,9.05,74.62,1475563,34.96,12.23,23.86,11.61,6.14,41.7,268,341.9,40.78,50.14
404,ID-SR,2020,12,200.69,-7.28,2.43,10.99,69.06,1462799,31.24,19.74,16.34,17.32,14.15,56.02,215,483.04,40.81,42.34
405,ID-MA,2020,12,196.91,-6.76,1.91,10.5,71.17,1570243,33.41,13.79,19.38,14.2,10.93,31.8,578,260.23,46.61,49.04
406,ID-MU,2020,12,211.95,-6.81,2.77,8.8,70.28,1514913,24.72,13.41,22.67,16.1,13.06,57.65,852,202.64,21.88,17.08
407,ID-PA,2020,12,217.26,-2.78,1.57,9.41,70.7,1510788,26.9,20.77,16.8,15.89,12.82,36.65,585,105.93,48.93,49.67
408,ID-PB,2020,12,190.99,-3.39,1.74,10.86,67.61,1523595,36.21,10.41,17.47,19.03,9.2,30.62,599,311.56,41.15,32.34
409,ID-AC,2021,1,198.85,3.79,2.55,6.79,64.05,1550504,31.89,12.28,22.94,19.68,7.31,17.6,277,110.69,57.03,53.2
410,ID-SU,2021,1,630.7,0.63,1.04,6.06,66.33,1978026,24.03,20.62,19.98,16.65,11.88,28.49,194,95.41,60.59,63.19
411,ID-SB,2021,1,212.98,-0.95,3.83,3.61,72.65,1506859,24.81,22.32,17.38,18.69,5.23,23.84,97,90.64,58.4,56.73
412,ID-RI,2021,1,582.76,1.13,1.19,6.21,61.56,1518239,27.6,21.73,17.31,11.28,8.91,38.05,72,87.73,46.53,46.57
413,ID-JA,2021,1,211.48,1.06,3.32,3.74,61.76,1545048,29.62,17.77,23.61,17.83,6.8,22.99,63,134.65,65.67,67.78
414,ID-SS,2021,1,200.97,-1.3,2.05,3.86,71.61,1425345,32.54,20.71,21.1,16.25,8.95,11.65,174,118.59,62.33,63.86
415,ID-BE,2021,1,193.55,3.5,2.2,7.43,66.8,1565971,37.93,12.01,19.56,10.72,7.4,26.78,160,81.11,53.52,51.9
416,ID-LA,2021,1,184.5,3.31,1.18,3.82,60.05,1498018,33.58,18.39,18.19,16.88,11.28,19.66,228,75.49,68.17,61.03
417,ID-BB,2021,1,199.54,0.82,1.01,6.09,60.1,1470108,28.97,11.51,17.85,11.17,8.74,24.01,287,171.23,52.58,43.59
418,ID-KR,2021,1,207.92,4.63,1.79,4.86,72.11,1564830,37.77,10.55,18.49,11.86,10.65,16.18,165,195.69,43.42,36.83
419,ID-JK,2021,1,2311.67,-0.7,2.26,3.69,73.18,4461821,14.47,43.59,25.51,21.59,6.87,19.23,298,36.82,48.84,41.43
420,ID-JB,2021,1,1699.05,2.92,3.72,6.33,64.73,1718797,7.17,39.51,21.68,23.83,7.64,35.04,250,109.24,67.59,76.59
421,ID-JT,2021,1,1307.43,2.1,1.4,5.47,68.26,1675236,21.43,17.01,17.09,13.51,13.07,27.44,277,172.43,53.71,60.41
422,ID-YO,2021,1,216.34,4.02,2.52,7.39,61.5,1501802,28.36,23.41,21.17,17.83,11.16,36.82,161,127.3,57.13,61.9
423,ID-JI,2021,1,1627.63,2.95,2.48,3.15,60.77,1974939,6.63,30.93,25.4,24.13,3.59,34.56,288,95.13,58.97,53.82
424,ID-BT,2021,1,217.35,2.12,3.18,4.14,61.1,1503539,23.98,24.28,24.88,15.75,7.15,19.71,222,144.55,44.03,39.61
425,ID-BA,2021,1,314.87,-1.6,3.73,3.5,65.97,2576433,31.12,14.99,22.02,19.45,6.05,10.19,216,21.22,63.57,69.91
426,ID-NB,2021,1,213.56,0.95,1.08,7.93,70.48,1538039,33.15,11.94,16.11,19.09,5.2,28.39,120,64.03,67.45,69.21
427,ID-NT,2021,1,205.87,-2.06,2.83,5.88,61.68,1425011,22.93,24.41,24.32,10.64,8.16,10.63,221,182.74,63.4,68.03
428,ID-KB,2021,1,183.16,4.51,1.05,6.06,74.15,1536294,38.19,15.79,23.26,10.74,7.29,16.66,136,60.12,45.52,39.96
429,ID-KT,2021,1,203.39,-1.23,3.68,5.59,62.32,1448442,27.34,19.14,19.01,12.77,12.11,34.78,92,159.07,52.88,57.48
430,ID-KS,2021,1,184.17,3.21,3.24,5.86,66.31,1558788,23.33,20.11,24.08,14.42,12.47,15.98,189,105.57,44.06,39.1
431,ID-KI,2021,1,195.84,-1.89,3.71,3.06,70.32,1524685,27.1,24.74,17.87,14.31,7.69,36.19,294,133.18,60.12,63.51
432,ID-KU,2021,1,194.63,-0.15,1.44,6.72,73.73,1472010,24.39,18.67,24.86,12.03,8.83,32.07,161,72.68,43.25,44.99
433,ID-SA,2021,1,182.89,-1.33,2.85,4.09,68.4,1463096,20.25,10.71,16.64,19.61,10.07,33.46,101,89.51,68.91,66.3
434,ID-ST,2021,1,180.93,1.14,3.6,3.22,66.4,1471926,21.06,21.24,22.73,12.71,14.23,38.88,264,189.82,49.34,56.35
435,ID-SN,2021,1,496.31,-1.63,2.73,6.47,74.74,1426896,22.74,17.55,24.4,12.78,14.86,13.8,187,68.03,48.9,45.46
436,ID-SG,2021,1,181.65,3.59,2.93,3.86,69.27,1502260,37.44,10.3,22.12,19.68,11.84,18.04,63,21.83,40.11,49.95
437,ID-GO,2021,1,219.67,0.75,2.45,5.99,63.36,1568808,28.64,13.86,24.11,13.77,8.01,39.22,89,170.32,43.45,41.51
438,ID-SR,2021,1,207.34,0.65,1.51,5.5,68.46,1512519,29.08,22.2,17.34,12.93,13.69,19.59,160,194.16,45.63,42.85
439,ID-MA,2021,1,212.2,-0.92,3.17,4.58,71.6,1525804,20.67,20.32,19.58,12.86,5.69,23.72,185,41.52,40.71,32.26
440,ID-MU,2021,1,192.34,-0.07,1.54,7.92,67.35,1496511,31.4,18.11,20.11,10.38,5.57,34.08,256,143.01,45.04,54.55
441,ID-PA,2021,1,205.74,0.07,3.84,6.87,72.86,1532168,29.57,20.86,22.6,17.97,11.63,34.66,145,139.77,57.95,50.03
442,ID-PB,2021,1,212.9,0.11,1.48,7.71,62.76,1530400,28.04,10.55,19.53,13.59,6.44,28.69,236,147.68,55.62,64.72
443,ID-AC,2021,2,216.55,-0.77,3.48,3.4,64.09,1456241,31.05,19.81,21.48,18.3,12.19,12.36,182,68.73,49.95,53.86
444,ID-SU,2021,2,691.38,0.6,1.59,3.67,74.05,1942001,34.89,22.41,20.58,14.8,9.42,18.06,170,62.07,59.35,63.87
445,ID-SB,2021,2,186.16,-2.22,2.33,3.56,63.19,1448447,25.24,23.65,23.02,19.75,9.37,18.67,271,152.67,63.95,58.78
446,ID-RI,2021,2,603.69,-0.57,3.26,7.34,66.7,1489320,33.51,23.48,23.48,19.75,8.74,11.83,74,112.09,68.37,76.85
447,ID-JA,2021,2,185.55,1.8,1.35,3.42,66.12,1570032,30.23,11.33,21.54,10.27,8.5,37.59,211,163.19,66.59,60.49
448,ID-SS,2021,2,188.88,3.51,2.77,6.62,62.94,1492364,20.22,23.25,22.06,16.98,13.16,10.47,212,95.18,62.58,58.45
449,ID-BE,2021,2,204.25,-0.46,3.54,5.84,72.13,1517721,28.29,22.03,19.46,18.94,14.08,11.28,230,165.19,68.1,72.97
450,ID-LA,2021,2,189.3,-0.87,1.67,3.81,74.86,1448929,27.1,14.57,16.99,14.94,14.12,19.56,259,97.35,65.39,63.38
451,ID-BB,2021,2,195.61,3.15,3.65,7.27,61.21,1484317,39.3,12.48,18.14,19.08,14.2,15.03,295,60.84,58.63,58.39
452,ID-KR,2021,2,217.88,0.3,1.65,5.14,71.05,1532853,31.95,18.83,21.98,17.95,10.82,27.42,70,20.73,68.55,65.62
453,ID-JK,2021,2,2479.86,-1.56,1.18,7.83,72.42,4460507,13.27,35.56,26.91,18.41,6.53,25.98,237,138.9,63.21,66.08
454,ID-JB,2021,2,1926.97,-1.67,2.85,5.79,69.81,1752767,6.51,34.13,26.04,15.09,3.4,38.62,93,148.99,60.48,69.71
455,ID-JT,2021,2,1274.95,-2.16,2.58,5.05,74.27,1668330,33.16,21.91,20.82,19.05,11.76,18.04,231,131.93,52.01,47.33
456,ID-YO,2021,2,217.97,4.01,2.3,6.84,69.27,1509382,28.23,10.16,16.85,14.21,10.7,28.39,262,29.75,49.61,48.53
457,ID-JI,2021,2,1729.26,-0.98,1.86,4.36,62.13,1911851,13.4,31.36,25.14,16.92,4.69,12.47,90,87.59,63.73,68.36
458,ID-BT,2021,2,199.37,1.64,3.53,3.79,66.88,1452785,24.78,19.24,15.22,13.94,5.19,39.62,200,92.42,42.22,39.34
459,ID-BA,2021,2,312.71,-2.16,1.18,7.9,60.15,2544536,26.24,23.48,23.88,14.18,11.65,28.51,79,56.09,55.0,54.61
460,ID-NB,2021,2,200.79,1.34,1.79,7.11,64.08,1563794,20.87,18.15,23.5,18.01,12.21,24.81,185,95.35,50.91,52.79
461,ID-NT,2021,2,180.55,0.0,3.39,3.65,69.07,1442679,24.88,14.85,23.13,11.22,9.71,37.79,215,192.29,50.4,41.21
462,ID-KB,2021,2,186.49,0.59,3.26,7.32,70.85,1561360,37.32,12.6,16.81,10.09,12.8,34.55,183,171.08,48.84,39.17
463,ID-KT,2021,2,191.78,1.29,1.73,7.44,66.11,1557038,36.95,12.18,21.47,11.33,10.0,19.25,277,24.63,57.08,66.05
464,ID-KS,2021,2,186.07,-0.89,1.06,4.03,74.36,1544355,31.25,24.8,24.26,18.0,10.01,11.13,116,189.03,67.18,67.42
465,ID-KI,2021,2,209.61,2.02,2.75,5.12,70.54,1553219,30.34,10.45,20.08,12.45,13.49,28.42,150,125.22,63.57,59.49
466,ID-KU,2021,2,213.46,-0.7,2.42,7.79,61.64,1548433,26.76,19.32,23.6,14.59,7.4,20.54,221,144.93,59.11,60.52
467,ID-SA,2021,2,192.6,4.49,3.71,4.22,73.64,1453987,23.39,13.99,21.27,12.48,14.9,35.54,133,177.11,51.8,56.81
468,ID-ST,2021,2,214.56,2.13,3.19,6.1,62.41,1560285,29.98,11.34,24.13,14.73,10.44,34.82,150,87.98,62.62,63.65
469,ID-SN,2021,2,546.82,4.56,3.38,6.45,65.65,1514632,27.97,24.2,18.57,13.16,6.47,33.0,63,153.19,43.09,47.41
470,ID-SG,2021,2,195.82,1.43,1.68,7.81,73.91,1499520,35.73,19.82,22.27,13.37,8.57,31.32,76,80.18,58.75,65.49
471,ID-GO,2021,2,188.83,-0.01,2.25,7.86,64.73,1516176,22.5,19.57,20.55,11.55,8.55,25.44,118,148.0,42.54,32.73
472,ID-SR,2021,2,184.85,-2.3,1.1,4.51,64.62,1450600,30.86,16.29,24.53,15.04,12.19,11.05,241,115.0,41.03,45.71
473,ID-MA,2021,2,216.37,1.91,2.74,6.91,65.98,1468753,25.45,14.78,18.72,15.52,7.9,22.53,84,144.25,65.3,74.0
474,ID-MU,2021,2,194.28,3.14,1.45,4.85,61.82,1437873,20.43,24.96,19.28,13.02,10.85,24.27,274,108.95,62.23,63.91
475,ID-PA,2021,2,203.16,-1.78,1.74,5.23,65.21,1479192,35.57,19.34,17.97,12.32,11.8,27.89,267,88.93,51.46,59.06
476,ID-PB,2021,2,186.57,-1.73,2.01,3.68,69.1,1459064,35.27,15.97,23.62,15.74,5.81,24.29,199,56.17,59.76,62.59
477,ID-AC,2021,3,193.6,3.48,3.96,5.27,61.97,1478154,21.98,11.17,23.67,13.27,12.41,14.28,55,104.92,69.26,76.33
478,ID-SU,2021,3,665.27,1.76,3.92,5.77,64.49,2026920,28.88,13.9,18.46,16.15,7.74,13.1,293,59.3,52.24,58.7
479,ID-SB,2021,3,205.87,2.25,1.15,5.87,66.84,1448356,37.3,15.96,22.59,12.66,8.08,31.35,144,147.45,46.71,43.02
480,ID-RI,2021,3,649.11,-1.44,1.97,5.45,60.65,1552695,30.17,16.69,15.63,19.01,7.32,31.89,95,120.06,61.23,58.46
481,ID-JA,2021,3,214.76,0.12,1.76,6.12,65.21,1538592,32.37,18.7,20.91,16.2,7.84,12.45,226,98.93,47.62,52.22
482,ID-SS,2021,3,196.9,0.1,1.83,5.83,65.92,1528430,38.65,22.69,21.57,14.32,5.17,10.35,122,190.71,50.91,51.63
483,ID-BE,2021,3,208.81,3.7,1.01,5.08,72.59,1430012,38.49,16.7,19.32,12.46,12.18,17.96,294,85.94,40.58,43.68
484,ID-LA,2021,3,205.47,1.75,2.08,5.4,71.35,1448076,21.7,12.12,16.21,12.01,5.59,38.82,111,162.14,55.77,48.17
485,ID-BB,2021,3,182.2,2.25,3.62,4.76,62.83,1570940,22.14,24.56,22.25,10.18,14.28,39.09,158,133.86,62.0,57.33
486,ID-KR,2021,3,200.52,1.25,2.57,6.18,74.95,1444607,20.59,12.26,23.41,15.36,9.57,13.9,220,186.86,65.18,70.19
487,ID-JK,2021,3,2737.84,-0.58,2.29,6.98,62.24,4284793,6.89,38.07,28.46,15.62,3.04,38.61,76,81.94,63.3,61.13
488,ID-JB,2021,3,1642.59,2.93,1.89,5.29,62.84,1712712,11.57,34.33,23.04,20.46,6.44,23.33,262,155.8,46.22,55.66
489,ID-JT,2021,3,1240.78,2.17,2.31,4.8,74.97,1682950,30.72,18.05,22.25,15.54,12.7,36.6,247,147.38,53.74,47.31
490,ID-YO,2021,3,202.69,0.02,2.94,4.42,67.66,1483521,29.69,16.83,24.14,11.85,12.07,24.32,253,41.73,64.81,58.82
491,ID-JI,2021,3,1537.08,3.59,2.44,7.0,62.78,1873863,7.93,38.3,29.21,18.28,3.62,15.44,199,122.64,40.46,32.32
492,ID-BT,2021,3,182.24,3.34,3.61,5.91,60.59,1525092,37.17,19.03,15.3,17.19,10.67,18.16,243,120.23,49.16,56.4
493,ID-BA,2021,3,295.41,0.61,2.97,7.18,72.71,2601140,38.73,16.93,23.11,15.95,5.48,17.79,64,141.71,56.36,63.23
494,ID-NB,2021,3,209.51,2.11,1.51,4.26,66.0,1539874,25.69,22.44,17.08,16.31,14.01,24.13,96,46.79,54.71,56.58
495,ID-NT,2021,3,188.85,1.99,2.93,3.52,64.82,1501226,38.57,12.95,16.69,12.16,13.84,12.06,201,59.31,63.26,71.09
496,ID-KB,2021,3,211.0,1.09,2.4,3.87,65.15,1440063,31.94,14.32,19.11,12.83,13.14,21.64,200,100.57,56.29,51.24
497,ID-KT,2021,3,218.77,0.96,3.78,7.67,69.61,1520128,25.85,14.62,22.9,16.0,7.99,25.77,135,90.55,68.45,68.23
498,ID-KS,2021,3,197.23,3.17,1.18,7.29,67.08,1437912,39.23,21.06,24.9,13.92,7.6,21.87,287,24.83,44.37,41.76
499,ID-KI,2021,3,211.22,1.94,1.1,5.27,72.6,1553436,21.63,24.87,18.18,12.45,12.43,34.47,98,99.64,55.21,59.4
500,ID-KU,2021,3,213.29,3.61,3.1,5.87,71.81,1516677,21.17,23.33,23.73,14.41,10.42,21.15,221,111.3,63.3,59.77
501,ID-SA,2021,3,205.12,1.98,2.85,5.57,70.13,1447344,35.62,16.93,24.97,19.99,13.43,33.94,289,199.46,69.11,76.51
502,ID-ST,2021,3,218.65,-0.38,1.45,4.37,71.79,1533197,22.38,19.78,15.52,15.32,5.22,10.39,133,196.64,66.51,74.03
503,ID-SN,2021,3,451.31,2.85,2.6,5.03,74.28,1439471,39.21,13.83,21.85,14.31,5.2,19.04,218,103.67,41.02,33.65
504,ID-SG,2021,3,199.33,3.53,2.23,4.41,62.27,1524422,26.95,19.63,17.6,14.35,5.94,26.43,196,152.74,68.27,69.14
505,ID-GO,2021,3,207.5,-0.56,1.04,4.96,71.75,1509791,21.23,10.99,20.87,13.62,8.27,13.1,69,65.47,65.71,56.21
506,ID-SR,2021,3,187.12,-0.22,1.96,6.16,66.63,1560827,22.27,11.6,15.47,14.65,8.86,37.71,96,99.21,42.75,35.41
507,ID-MA,2021,3,193.75,-0.44,2.86,7.58,69.87,1485118,37.4,10.08,20.9,12.02,10.59,11.73,112,54.44,59.18,53.38
508,ID-MU,2021,3,184.43,1.4,3.16,3.72,66.5,1571000,30.02,11.27,22.36,17.79,12.76,32.67,243,36.18,45.95,52.63
509,ID-PA,2021,3,219.15,0.97,2.02,7.14,73.02,1516028,39.68,10.89,23.89,16.18,8.82,26.36,116,113.96,54.77,59.86
510,ID-PB,2021,3,187.44,3.06,1.65,3.46,64.91,1502266,23.37,10.75,17.92,12.13,11.65,12.81,237,41.11,44.8,48.65
511,ID-AC,2021,4,209.26,3.24,3.24,3.84,61.42,1477461,37.61,17.02,21.45,13.2,14.56,37.4,103,51.98,44.62,46.4
512,ID-SU,2021,4,743.58,-0.26,1.42,6.48,64.38,1943051,32.2,12.61,24.89,15.14,11.51,13.29,56,79.46,66.76,73.53
513,ID-SB,2021,4,207.71,1.7,1.81,6.68,71.16,1528188,21.65,19.42,19.61,12.44,12.65,16.42,199,64.02,43.0,51.83
514,ID-RI,2021,4,601.56,-0.09,3.43,4.09,69.43,1479214,29.55,21.79,17.85,13.45,13.93,10.18,207,74.3,42.87,38.4
515,ID-JA,2021,4,187.82,-0.11,3.29,3.6,67.27,1439591,26.52,13.4,23.71,10.05,6.89,11.06,157,163.92,42.9,50.47
516,ID-SS,2021,4,217.9,2.88,3.41,6.42,71.85,1539585,27.75,18.15,16.11,14.39,9.67,22.2,123,186.64,46.05,46.66
517,ID-BE,2021,4,181.48,1.84,3.12,6.2,73.89,1494122,26.96,12.96,22.82,17.81,13.35,30.77,130,133.8,40.6,34.16
518,ID-LA,2021,4,180.23,-1.9,1.31,3.58,62.44,1464967,24.72,11.59,24.61,16.86,14.1,38.47,85,35.07,45.0,36.68
519,ID-BB,2021,4,183.04,3.02,2.62,7.09,70.51,1506332,26.87,10.74,19.07,13.73,12.88,35.29,137,91.23,42.82,38.22
520,ID-KR,2021,4,201.94,-2.45,3.03,3.64,69.64,1571984,31.03,10.17,20.36,11.56,5.88,32.16,117,108.59,40.49,40.11
521,ID-JK,2021,4,2613.34,0.95,1.89,7.66,63.96,4547729,10.46,36.64,28.9,20.69,4.89,11.42,151,122.39,42.47,40.83
522,ID-JB,2021,4,1787.22,2.57,1.22,3.63,69.31,1719415,13.1,33.67,28.63,17.97,6.17,39.82,261,147.84,53.0,53.52
523,ID-JT,2021,4,1133.42,1.34,1.94,5.33,73.25,1766447,32.89,17.7,24.16,16.82,5.63,38.22,261,92.66,65.23,68.03
524,ID-YO,2021,4,188.37,1.94,1.03,5.68,69.84,1477892,37.39,11.91,19.65,19.06,14.24,31.35,148,45.67,62.35,64.84
525,ID-JI,2021,4,1732.1,-0.74,2.28,5.07,65.0,1914365,10.71,41.07,21.46,24.99,3.32,23.86,119,92.25,69.31,63.44
526,ID-BT,2021,4,185.92,1.6,1.14,6.87,66.66,1484032,36.14,19.33,24.79,14.13,10.37,16.64,194,200.0,66.16,58.49
527,ID-BA,2021,4,272.37,-1.22,1.93,3.88,67.99,2520516,36.75,14.99,22.24,10.42,11.68,39.98,113,31.58,40.63,36.95
528,ID-NB,2021,4,214.31,0.66,2.57,7.33,62.76,1501855,32.81,15.33,23.06,14.54,7.93,25.69,149,28.69,50.61,48.74
529,ID-NT,2021,4,213.17,0.3,1.27,6.45,69.46,1574595,21.06,19.12,16.49,14.42,6.72,25.01,145,171.64,54.77,54.0
530,ID-KB,2021,4,190.67,4.12,3.24,3.0,65.41,1537569,23.6,16.25,24.7,15.28,9.39,22.26,261,169.31,51.32,50.89
531,ID-KT,2021,4,210.72,1.29,2.8,5.18,62.2,1451723,37.25,11.57,24.96,17.34,14.23,28.73,178,151.19,52.08,60.52
532,ID-KS,2021,4,201.07,-0.44,3.05,3.81,72.06,1503741,37.76,20.37,21.94,11.22,11.06,18.66,81,132.51,54.18,53.68
533,ID-KI,2021,4,202.78,-1.05,1.53,5.67,68.49,1478943,28.56,21.48,18.32,13.36,5.66,22.93,142,129.19,55.17,46.47
534,ID-KU,2021,4,182.27,0.05,3.9,4.14,61.54,1511470,36.83,11.59,21.47,13.63,11.87,11.4,220,112.06,67.8,73.12
535,ID-SA,2021,4,201.76,0.84,3.01,5.81,66.38,1441330,22.07,14.27,18.64,10.82,13.58,22.79,169,154.16,60.0,57.56
536,ID-ST,2021,4,198.97,4.15,3.33,6.28,73.0,1443781,37.11,20.1,21.13,17.0,10.17,13.24,253,64.38,69.91,77.56
537,ID-SN,2021,4,477.36,1.32,3.0,5.9,72.29,1431385,20.97,14.59,15.64,18.45,11.32,10.29,243,97.24,45.81,55.11
538,ID-SG,2021,4,206.24,3.85,1.92,6.78,63.49,1466478,27.99,14.84,19.28,15.45,14.63,28.07,257,54.74,64.65,72.65
539,ID-GO,2021,4,195.74,0.39,1.74,6.55,61.07,1571992,29.5,16.64,19.71,12.29,11.59,34.62,245,166.94,48.39,40.63
540,ID-SR,2021,4,195.5,-1.99,3.08,6.89,67.91,1564328,34.54,17.11,19.41,14.2,13.34,29.31,177,23.64,68.34,75.9
541,ID-MA,2021,4,216.01,1.78,1.1,3.31,60.56,1426390,20.73,17.93,16.52,19.4,11.89,15.55,294,41.22,58.45,48.61
542,ID-MU,2021,4,201.44,0.26,1.01,6.66,60.6,1433122,26.16,13.69,24.51,17.36,13.45,16.7,121,82.85,49.26,39.98
543,ID-PA,2021,4,210.97,2.16,2.78,4.47,62.21,1477676,31.96,11.89,16.67,19.59,11.25,35.11,250,43.44,54.17,52.44
