id_cluster,iso_code,tanggal_terdeteksi,tanggal_selesai,nama_cluster,jenis_cluster,nama_lokasi,alamat_lokasi,latitude,longitude,kasus_index,total_kasus_terkait,total_kontak_erat,total_suspect,kasus_anak,kasus_dewasa,kasus_lansia,kasus_laki,kasus_perempuan,kasus_tanpa_gejala,kasus_ringan,kasus_sedang,kasus_berat,kasus_kritis,kasus_meninggal,contact_tracing_completed,area_disinfection,temporary_closure,mass_testing,status_cluster,catatan
394,ID-JT,2022-07-01,2022-07-24,Cluster Universitas Jawa Tengah 46,Universitas,Lokasi Universitas Jawa Tengah,"Jl. Universitas No. 90, Jawa Tengah",-7.944563,96.704534,1,38,91,21,18,8,3,17,21,8,21,5,1,0,0,True,False,False,True,Selesai,Cluster Universitas terdeteksi di Jawa Tengah dengan 38 kasus terkait
395,ID-JT,2022-09-04,2022-09-29,Cluster Olahraga Jawa Tengah 47,Olahraga,Lokasi Olahraga Jawa Tengah,"Jl. Olahraga No. 24, Jawa Tengah",-10.696308,111.72852,1,23,69,8,5,14,2,10,13,5,11,3,1,0,0,True,True,False,True,Selesai,Cluster Olahraga terdeteksi di Jawa Tengah dengan 23 kasus terkait
396,ID-JT,2022-06-29,2022-07-29,Cluster Keluarga Jawa Tengah 48,Keluarga,Lokasi Keluarga Jawa Tengah,"Jl. Keluarga No. 96, Jawa Tengah",-6.914908,121.413235,1,7,22,3,2,4,1,3,4,2,4,0,0,0,0,False,False,False,False,Terkendali,Cluster Keluarga terdeteksi di Jawa Tengah dengan 7 kasus terkait
397,ID-JT,2021-04-15,2021-05-22,Cluster Pabrik Jawa Tengah 49,Pabrik,Lokasi Pabrik Jawa Tengah,"Jl. Pabrik No. 67, Jawa Tengah",-5.89314,102.458544,1,56,165,38,10,38,7,31,25,20,30,8,3,0,1,True,True,False,False,Selesai,Cluster Pabrik terdeteksi di Jawa Tengah dengan 56 kasus terkait
398,ID-JT,2021-04-17,2021-05-30,Cluster Pabrik Jawa Tengah 50,Pabrik,Lokasi Pabrik Jawa Tengah,"Jl. Pabrik No. 48, Jawa Tengah",4.089312,124.753736,1,23,54,14,6,13,3,11,12,8,11,3,0,0,0,False,True,False,False,Terkendali,Cluster Pabrik terdeteksi di Jawa Tengah dengan 23 kasus terkait
399,ID-JT,2022-07-21,2022-08-12,Cluster Sekolah Jawa Tengah 51,Sekolah,Lokasi Sekolah Jawa Tengah,"Jl. Sekolah No. 89, Jawa Tengah",-6.397513,127.496367,1,72,235,69,41,16,0,34,38,27,41,13,4,0,0,True,True,False,True,Selesai,Cluster Sekolah terdeteksi di Jawa Tengah dengan 72 kasus terkait
400,ID-JT,2020-08-29,2020-09-09,Cluster Pernikahan Jawa Tengah 52,Pernikahan,Lokasi Pernikahan Jawa Tengah,"Jl. Pernikahan No. 98, Jawa Tengah",5.497219,139.262932,1,199,889,141,56,121,21,93,106,59,102,26,4,3,1,True,True,False,False,Selesai,Cluster Pernikahan terdeteksi di Jawa Tengah dengan 199 kasus terkait
401,ID-JT,2020-07-01,2020-08-09,Cluster Perkantoran Jawa Tengah 53,Perkantoran,Lokasi Perkantoran Jawa Tengah,"Jl. Perkantoran No. 97, Jawa Tengah",4.618269,105.670052,1,79,372,85,21,55,14,44,35,17,37,9,2,1,0,False,False,True,False,Selesai,Cluster Perkantoran terdeteksi di Jawa Tengah dengan 79 kasus terkait
402,ID-JT,2022-03-05,2022-03-18,Cluster Keluarga Jawa Tengah 54,Keluarga,Lokasi Keluarga Jawa Tengah,"Jl. Keluarga No. 48, Jawa Tengah",-7.803983,134.466643,1,12,47,11,3,6,1,4,8,2,6,2,0,0,0,False,False,False,False,Terkendali,Cluster Keluarga terdeteksi di Jawa Tengah dengan 12 kasus terkait
403,ID-JT,2021-01-20,2021-02-24,Cluster Keluarga Jawa Tengah 55,Keluarga,Lokasi Keluarga Jawa Tengah,"Jl. Keluarga No. 95, Jawa Tengah",-9.348532,98.697332,1,29,117,29,6,18,3,17,12,8,16,5,1,0,0,True,True,False,True,Selesai,Cluster Keluarga terdeteksi di Jawa Tengah dengan 29 kasus terkait
404,ID-YO,2022-05-28,2022-07-21,Cluster Olahraga Yogyakarta 1,Olahraga,Lokasi Olahraga Yogyakarta,"Jl. Olahraga No. 67, Yogyakarta",2.018109,103.434775,1,197,950,205,37,136,36,94,103,53,78,34,11,4,1,False,True,False,False,Terkendali,Cluster Olahraga terdeteksi di Yogyakarta dengan 197 kasus terkait
405,ID-YO,2020-12-18,2020-12-30,Cluster Pabrik Yogyakarta 2,Pabrik,Lokasi Pabrik Yogyakarta,"Jl. Pabrik No. 45, Yogyakarta",0.582303,124.63852,1,80,338,62,19,40,9,32,48,29,41,15,6,1,0,True,True,False,False,Terkendali,Cluster Pabrik terdeteksi di Yogyakarta dengan 80 kasus terkait
406,ID-YO,2021-05-03,2021-06-28,Cluster Pabrik Yogyakarta 3,Pabrik,Lokasi Pabrik Yogyakarta,"Jl. Pabrik No. 87, Yogyakarta",-5.666994,100.745937,1,50,235,39,9,28,5,26,24,15,21,6,1,0,0,False,True,False,False,Selesai,Cluster Pabrik terdeteksi di Yogyakarta dengan 50 kasus terkait
407,ID-YO,2022-02-27,2022-04-24,Cluster Olahraga Yogyakarta 4,Olahraga,Lokasi Olahraga Yogyakarta,"Jl. Olahraga No. 56, Yogyakarta",1.719885,110.992563,1,99,414,63,17,63,13,57,42,33,59,10,5,2,1,True,True,False,False,Selesai,Cluster Olahraga terdeteksi di Yogyakarta dengan 99 kasus terkait
408,ID-YO,2021-11-07,2021-12-09,Cluster Keluarga Yogyakarta 5,Keluarga,Lokasi Keluarga Yogyakarta,"Jl. Keluarga No. 61, Yogyakarta",-4.402751,113.291688,1,15,38,6,3,9,2,8,7,3,6,2,1,0,0,False,False,False,False,Terkendali,Cluster Keluarga terdeteksi di Yogyakarta dengan 15 kasus terkait
409,ID-YO,2021-10-31,2021-11-28,Cluster Perkantoran Yogyakarta 6,Perkantoran,Lokasi Perkantoran Yogyakarta,"Jl. Perkantoran No. 91, Yogyakarta",-5.026501,100.567563,1,55,144,25,5,30,7,23,32,12,28,7,3,1,0,True,False,True,True,Terkendali,Cluster Perkantoran terdeteksi di Yogyakarta dengan 55 kasus terkait
410,ID-YO,2020-05-24,2020-06-13,Cluster Keluarga Yogyakarta 7,Keluarga,Lokasi Keluarga Yogyakarta,"Jl. Keluarga No. 25, Yogyakarta",3.571492,117.23001,1,10,38,8,1,6,1,4,6,3,5,1,0,0,0,True,True,False,True,Terkendali,Cluster Keluarga terdeteksi di Yogyakarta dengan 10 kasus terkait
411,ID-YO,2022-06-16,2022-07-20,Cluster Universitas Yogyakarta 8,Universitas,Lokasi Universitas Yogyakarta,"Jl. Universitas No. 34, Yogyakarta",5.487579,105.158082,1,40,123,14,25,17,0,17,23,13,17,5,0,1,0,False,False,False,True,Terkendali,Cluster Universitas terdeteksi di Yogyakarta dengan 40 kasus terkait
412,ID-JI,2022-08-16,2022-09-07,Cluster Olahraga Jawa Timur 1,Olahraga,Lokasi Olahraga Jawa Timur,"Jl. Olahraga No. 43, Jawa Timur",-7.73819,106.328087,1,185,852,147,42,97,20,97,88,42,83,19,4,4,1,True,False,False,False,Selesai,Cluster Olahraga terdeteksi di Jawa Timur dengan 185 kasus terkait
413,ID-JI,2022-01-09,2022-01-19,Cluster Perkantoran Jawa Timur 2,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 93, Jawa Timur",-2.121444,121.780952,1,62,242,47,8,34,7,33,29,13,25,12,4,1,0,True,True,False,True,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 62 kasus terkait
414,ID-JI,2020-06-22,2020-08-13,Cluster Keluarga Jawa Timur 3,Keluarga,Lokasi Keluarga Jawa Timur,"Jl. Keluarga No. 37, Jawa Timur",-0.267155,104.68939,1,23,68,9,5,15,3,13,10,5,10,4,1,0,0,False,True,False,False,Terkendali,Cluster Keluarga terdeteksi di Jawa Timur dengan 23 kasus terkait
415,ID-JI,2021-11-30,2022-01-24,Cluster Keluarga Jawa Timur 4,Keluarga,Lokasi Keluarga Jawa Timur,"Jl. Keluarga No. 30, Jawa Timur",-6.148469,135.129188,1,14,42,5,3,9,2,6,8,4,7,1,0,0,0,False,False,False,True,Selesai,Cluster Keluarga terdeteksi di Jawa Timur dengan 14 kasus terkait
416,ID-JI,2021-12-03,2021-12-27,Cluster Perkantoran Jawa Timur 5,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 100, Jawa Timur",-0.944321,116.999376,1,69,332,91,14,44,7,33,36,17,38,11,2,0,0,False,True,False,True,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 69 kasus terkait
417,ID-JI,2020-06-24,2020-08-02,Cluster Pabrik Jawa Timur 6,Pabrik,Lokasi Pabrik Jawa Timur,"Jl. Pabrik No. 42, Jawa Timur",1.062553,112.950692,1,27,87,19,5,13,5,11,16,7,15,4,0,0,0,True,True,False,False,Selesai,Cluster Pabrik terdeteksi di Jawa Timur dengan 27 kasus terkait
418,ID-JI,2022-07-07,2022-09-01,Cluster Perkantoran Jawa Timur 7,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 65, Jawa Timur",-8.27325,103.119554,1,19,54,9,3,12,3,10,9,6,9,2,0,0,0,True,True,False,True,Terkendali,Cluster Perkantoran terdeteksi di Jawa Timur dengan 19 kasus terkait
419,ID-JI,2020-10-31,2020-11-23,Cluster Pernikahan Jawa Timur 8,Pernikahan,Lokasi Pernikahan Jawa Timur,"Jl. Pernikahan No. 20, Jawa Timur",-9.330953,96.319661,1,61,161,47,7,37,8,34,27,12,28,10,2,1,1,False,True,False,True,Selesai,Cluster Pernikahan terdeteksi di Jawa Timur dengan 61 kasus terkait
420,ID-JI,2022-09-10,2022-10-24,Cluster Olahraga Jawa Timur 9,Olahraga,Lokasi Olahraga Jawa Timur,"Jl. Olahraga No. 70, Jawa Timur",3.974703,117.174853,1,21,55,9,5,10,3,9,12,6,11,3,0,0,0,False,True,False,True,Terkendali,Cluster Olahraga terdeteksi di Jawa Timur dengan 21 kasus terkait
421,ID-JI,2021-05-24,2021-07-04,Cluster Pabrik Jawa Timur 10,Pabrik,Lokasi Pabrik Jawa Timur,"Jl. Pabrik No. 80, Jawa Timur",-6.199603,118.025361,1,18,40,10,2,10,2,10,8,4,9,2,0,0,0,True,True,False,True,Selesai,Cluster Pabrik terdeteksi di Jawa Timur dengan 18 kasus terkait
422,ID-JI,2022-07-07,2022-07-24,Cluster Sekolah Jawa Timur 11,Sekolah,Lokasi Sekolah Jawa Timur,"Jl. Sekolah No. 78, Jawa Timur",3.002188,97.554666,1,97,304,80,34,42,6,51,46,22,56,18,5,2,1,False,True,False,False,Selesai,Cluster Sekolah terdeteksi di Jawa Timur dengan 97 kasus terkait
423,ID-JI,2022-04-20,2022-05-20,Cluster Perkantoran Jawa Timur 12,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 98, Jawa Timur",3.423425,137.188323,1,37,75,8,5,18,4,15,22,11,16,5,2,0,0,True,True,False,False,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 37 kasus terkait
424,ID-JI,2021-03-06,2021-04-27,Cluster Keluarga Jawa Timur 13,Keluarga,Lokasi Keluarga Jawa Timur,"Jl. Keluarga No. 31, Jawa Timur",4.554239,130.993908,1,18,53,15,4,9,2,8,10,4,7,2,1,0,0,False,True,False,False,Selesai,Cluster Keluarga terdeteksi di Jawa Timur dengan 18 kasus terkait
425,ID-JI,2020-10-05,2020-10-12,Cluster Perkantoran Jawa Timur 14,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 5, Jawa Timur",-3.154883,96.889321,1,59,189,56,10,39,6,28,31,14,24,7,2,1,0,False,False,True,False,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 59 kasus terkait
426,ID-JI,2022-05-15,2022-06-20,Cluster Sekolah Jawa Timur 15,Sekolah,Lokasi Sekolah Jawa Timur,"Jl. Sekolah No. 55, Jawa Timur",-9.407426,125.283209,1,18,41,11,10,8,0,10,8,3,8,2,1,0,0,False,False,False,True,Selesai,Cluster Sekolah terdeteksi di Jawa Timur dengan 18 kasus terkait
427,ID-JI,2022-06-10,2022-06-17,Cluster Perkantoran Jawa Timur 16,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 58, Jawa Timur",-2.010481,135.443323,1,25,53,10,4,14,2,11,14,6,10,4,1,0,0,True,True,False,True,Terkendali,Cluster Perkantoran terdeteksi di Jawa Timur dengan 25 kasus terkait
428,ID-JI,2021-06-12,2021-07-31,Cluster Perkantoran Jawa Timur 17,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 28, Jawa Timur",1.313415,127.216543,1,28,101,28,5,18,3,14,14,7,13,4,1,0,0,False,False,False,True,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 28 kasus terkait
429,ID-JI,2020-12-13,2021-01-14,Cluster Pabrik Jawa Timur 18,Pabrik,Lokasi Pabrik Jawa Timur,"Jl. Pabrik No. 70, Jawa Timur",2.861299,102.678049,1,67,193,47,18,37,11,34,33,21,35,9,2,1,0,False,True,False,True,Selesai,Cluster Pabrik terdeteksi di Jawa Timur dengan 67 kasus terkait
430,ID-JI,2021-06-06,2021-07-11,Cluster Pabrik Jawa Timur 19,Pabrik,Lokasi Pabrik Jawa Timur,"Jl. Pabrik No. 50, Jawa Timur",-2.304607,109.938745,1,25,104,14,4,15,3,10,15,5,12,4,0,0,0,True,True,False,False,Selesai,Cluster Pabrik terdeteksi di Jawa Timur dengan 25 kasus terkait
431,ID-JI,2021-02-02,2021-03-10,Cluster Mall Jawa Timur 20,Mall,Lokasi Mall Jawa Timur,"Jl. Mall No. 31, Jawa Timur",5.485381,128.284421,1,8,16,3,0,5,1,4,4,2,3,0,0,0,0,False,False,False,True,Selesai,Cluster Mall terdeteksi di Jawa Timur dengan 8 kasus terkait
432,ID-JI,2021-01-10,2021-02-20,Cluster Perkantoran Jawa Timur 21,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 89, Jawa Timur",-4.775715,132.024176,1,56,241,33,11,34,10,28,28,16,27,7,2,1,0,False,True,True,True,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 56 kasus terkait
433,ID-JI,2021-10-08,2021-10-30,Cluster Sekolah Jawa Timur 22,Sekolah,Lokasi Sekolah Jawa Timur,"Jl. Sekolah No. 91, Jawa Timur",0.229607,128.609858,1,70,152,16,23,16,5,30,40,26,34,9,3,0,0,True,True,True,False,Selesai,Cluster Sekolah terdeteksi di Jawa Timur dengan 70 kasus terkait
434,ID-JI,2022-05-12,2022-07-05,Cluster Perkantoran Jawa Timur 23,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 20, Jawa Timur",-3.616746,99.295601,1,74,343,48,20,44,14,39,35,26,32,11,5,2,0,True,True,True,True,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 74 kasus terkait
435,ID-JI,2021-11-06,2021-11-28,Cluster Perkantoran Jawa Timur 24,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 55, Jawa Timur",-10.89527,135.605,1,77,309,44,19,51,14,35,42,16,46,9,3,1,1,False,True,True,True,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 77 kasus terkait
436,ID-JI,2022-03-05,2022-04-09,Cluster Keluarga Jawa Timur 25,Keluarga,Lokasi Keluarga Jawa Timur,"Jl. Keluarga No. 62, Jawa Timur",-4.580614,108.033526,1,5,23,3,0,2,0,2,3,1,2,0,0,0,0,False,True,False,True,Selesai,Cluster Keluarga terdeteksi di Jawa Timur dengan 5 kasus terkait
437,ID-JI,2021-01-08,2021-02-19,Cluster Mall Jawa Timur 26,Mall,Lokasi Mall Jawa Timur,"Jl. Mall No. 40, Jawa Timur",-6.409301,120.143745,1,10,20,2,1,6,1,5,5,3,5,1,0,0,0,True,False,True,True,Selesai,Cluster Mall terdeteksi di Jawa Timur dengan 10 kasus terkait
438,ID-JI,2022-05-19,2022-06-16,Cluster Perkantoran Jawa Timur 27,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 23, Jawa Timur",-9.680126,111.361635,1,78,183,46,12,52,9,38,40,17,32,9,3,1,0,True,True,False,False,Terkendali,Cluster Perkantoran terdeteksi di Jawa Timur dengan 78 kasus terkait
439,ID-JI,2021-06-13,2021-07-12,Cluster Transportasi Jawa Timur 28,Transportasi,Lokasi Transportasi Jawa Timur,"Jl. Transportasi No. 65, Jawa Timur",0.250437,106.3608,1,21,50,8,4,12,2,10,11,6,11,3,1,0,0,True,False,False,False,Terkendali,Cluster Transportasi terdeteksi di Jawa Timur dengan 21 kasus terkait
440,ID-JI,2022-05-31,2022-07-12,Cluster Olahraga Jawa Timur 29,Olahraga,Lokasi Olahraga Jawa Timur,"Jl. Olahraga No. 49, Jawa Timur",0.109993,110.745414,1,100,253,36,17,57,16,40,60,31,56,12,7,2,1,True,True,False,False,Terkendali,Cluster Olahraga terdeteksi di Jawa Timur dengan 100 kasus terkait
441,ID-JI,2020-12-07,2020-12-23,Cluster Pernikahan Jawa Timur 30,Pernikahan,Lokasi Pernikahan Jawa Timur,"Jl. Pernikahan No. 24, Jawa Timur",-0.628988,135.99481,1,56,150,24,12,28,10,27,29,12,33,8,3,1,0,True,True,False,True,Terkendali,Cluster Pernikahan terdeteksi di Jawa Timur dengan 56 kasus terkait
442,ID-JI,2020-10-05,2020-11-24,Cluster Keagamaan Jawa Timur 31,Keagamaan,Lokasi Keagamaan Jawa Timur,"Jl. Keagamaan No. 26, Jawa Timur",2.89755,128.171251,1,124,552,118,22,83,13,57,67,45,56,12,4,2,1,True,True,False,False,Terkendali,Cluster Keagamaan terdeteksi di Jawa Timur dengan 124 kasus terkait
443,ID-JI,2021-04-16,2021-04-24,Cluster Mall Jawa Timur 32,Mall,Lokasi Mall Jawa Timur,"Jl. Mall No. 81, Jawa Timur",2.446681,106.334664,1,15,70,7,4,8,2,8,7,5,8,1,0,0,0,False,False,True,False,Selesai,Cluster Mall terdeteksi di Jawa Timur dengan 15 kasus terkait
444,ID-JI,2021-09-13,2021-11-01,Cluster Perkantoran Jawa Timur 33,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 69, Jawa Timur",-10.509046,103.71467,1,96,216,47,18,66,14,41,55,19,55,12,5,2,0,False,True,True,True,Terkendali,Cluster Perkantoran terdeteksi di Jawa Timur dengan 96 kasus terkait
445,ID-JI,2021-05-23,2021-06-02,Cluster Pabrik Jawa Timur 34,Pabrik,Lokasi Pabrik Jawa Timur,"Jl. Pabrik No. 34, Jawa Timur",-6.2182,134.515466,1,67,266,31,18,36,10,31,36,24,33,9,1,1,1,False,False,False,False,Selesai,Cluster Pabrik terdeteksi di Jawa Timur dengan 67 kasus terkait
446,ID-JI,2020-05-27,2020-06-25,Cluster Keluarga Jawa Timur 35,Keluarga,Lokasi Keluarga Jawa Timur,"Jl. Keluarga No. 8, Jawa Timur",-4.06829,140.335887,1,17,46,12,5,10,2,7,10,5,8,3,1,0,0,True,True,False,True,Terkendali,Cluster Keluarga terdeteksi di Jawa Timur dengan 17 kasus terkait
447,ID-JI,2020-11-08,2020-12-19,Cluster Perkantoran Jawa Timur 36,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 74, Jawa Timur",3.00025,116.497734,1,66,191,36,11,36,12,35,31,13,28,12,1,1,0,False,True,True,True,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 66 kasus terkait
448,ID-JI,2022-09-01,2022-10-23,Cluster Perkantoran Jawa Timur 37,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 65, Jawa Timur",-2.955249,96.276038,1,59,183,38,9,34,8,31,28,18,32,8,3,1,0,True,True,False,False,Terkendali,Cluster Perkantoran terdeteksi di Jawa Timur dengan 59 kasus terkait
449,ID-JI,2020-11-21,2020-12-28,Cluster Pernikahan Jawa Timur 38,Pernikahan,Lokasi Pernikahan Jawa Timur,"Jl. Pernikahan No. 60, Jawa Timur",0.097593,100.676544,1,34,159,33,6,22,3,19,15,12,18,4,1,0,0,False,True,False,False,Selesai,Cluster Pernikahan terdeteksi di Jawa Timur dengan 34 kasus terkait
450,ID-JI,2022-05-01,2022-05-26,Cluster Perkantoran Jawa Timur 39,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 55, Jawa Timur",4.720025,122.019106,1,49,131,18,11,34,7,26,23,10,28,7,1,1,0,False,True,True,True,Terkendali,Cluster Perkantoran terdeteksi di Jawa Timur dengan 49 kasus terkait
451,ID-JI,2020-03-28,2020-04-26,Cluster Lainnya Jawa Timur 40,Lainnya,Lokasi Lainnya Jawa Timur,"Jl. Lainnya No. 20, Jawa Timur",-2.193636,115.244063,1,9,36,9,2,5,1,5,4,3,4,1,0,0,0,True,False,False,False,Selesai,Cluster Lainnya terdeteksi di Jawa Timur dengan 9 kasus terkait
452,ID-JI,2021-04-30,2021-06-25,Cluster Pabrik Jawa Timur 41,Pabrik,Lokasi Pabrik Jawa Timur,"Jl. Pabrik No. 21, Jawa Timur",5.429486,134.089123,1,40,199,57,5,23,5,18,22,11,21,4,1,0,0,False,True,False,True,Selesai,Cluster Pabrik terdeteksi di Jawa Timur dengan 40 kasus terkait
453,ID-JI,2021-10-19,2021-10-26,Cluster Keluarga Jawa Timur 42,Keluarga,Lokasi Keluarga Jawa Timur,"Jl. Keluarga No. 50, Jawa Timur",-0.295667,107.182465,1,6,17,2,1,3,1,2,4,1,3,1,0,0,0,True,False,False,False,Selesai,Cluster Keluarga terdeteksi di Jawa Timur dengan 6 kasus terkait
454,ID-JI,2022-06-26,2022-07-19,Cluster Olahraga Jawa Timur 43,Olahraga,Lokasi Olahraga Jawa Timur,"Jl. Olahraga No. 13, Jawa Timur",-2.014042,98.051121,1,198,455,122,51,125,26,80,118,63,90,33,8,4,2,True,False,False,False,Terkendali,Cluster Olahraga terdeteksi di Jawa Timur dengan 198 kasus terkait
455,ID-JI,2022-09-11,2022-09-19,Cluster Sekolah Jawa Timur 44,Sekolah,Lokasi Sekolah Jawa Timur,"Jl. Sekolah No. 39, Jawa Timur",-0.806247,118.924142,1,47,104,17,15,22,2,22,25,16,22,6,3,1,0,False,False,True,True,Selesai,Cluster Sekolah terdeteksi di Jawa Timur dengan 47 kasus terkait
456,ID-JI,2022-08-14,2022-09-25,Cluster Universitas Jawa Timur 45,Universitas,Lokasi Universitas Jawa Timur,"Jl. Universitas No. 25, Jawa Timur",-8.460731,138.536362,1,55,145,40,17,21,3,26,29,15,29,9,3,0,0,True,True,False,True,Selesai,Cluster Universitas terdeteksi di Jawa Timur dengan 55 kasus terkait
457,ID-JI,2021-06-12,2021-07-27,Cluster Perkantoran Jawa Timur 46,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 19, Jawa Timur",0.197347,102.103276,1,25,89,26,4,12,4,13,12,9,12,3,1,0,0,False,True,True,True,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 25 kasus terkait
458,ID-JI,2020-11-17,2020-12-07,Cluster Keluarga Jawa Timur 47,Keluarga,Lokasi Keluarga Jawa Timur,"Jl. Keluarga No. 19, Jawa Timur",-10.334241,130.300429,1,3,12,2,0,1,0,1,2,1,1,0,0,0,0,True,True,False,True,Selesai,Cluster Keluarga terdeteksi di Jawa Timur dengan 3 kasus terkait
459,ID-JI,2021-02-24,2021-03-27,Cluster Perkantoran Jawa Timur 48,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 36, Jawa Timur",-8.198859,109.131335,1,55,202,58,16,30,8,27,28,12,32,8,3,1,0,True,True,True,False,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 55 kasus terkait
460,ID-JI,2022-02-07,2022-03-15,Cluster Olahraga Jawa Timur 49,Olahraga,Lokasi Olahraga Jawa Timur,"Jl. Olahraga No. 37, Jawa Timur",-5.03996,106.56322,1,196,840,127,37,107,38,82,114,41,102,38,9,2,1,True,False,False,False,Terkendali,Cluster Olahraga terdeteksi di Jawa Timur dengan 196 kasus terkait
461,ID-JI,2022-01-29,2022-03-20,Cluster Keluarga Jawa Timur 50,Keluarga,Lokasi Keluarga Jawa Timur,"Jl. Keluarga No. 43, Jawa Timur",0.703557,119.99654,1,13,57,9,1,8,1,5,8,4,5,1,0,0,0,True,True,False,False,Selesai,Cluster Keluarga terdeteksi di Jawa Timur dengan 13 kasus terkait
462,ID-JI,2020-09-16,2020-10-04,Cluster Keluarga Jawa Timur 51,Keluarga,Lokasi Keluarga Jawa Timur,"Jl. Keluarga No. 7, Jawa Timur",-3.598888,138.674179,1,6,25,4,1,3,1,2,4,1,2,0,0,0,0,False,True,False,False,Selesai,Cluster Keluarga terdeteksi di Jawa Timur dengan 6 kasus terkait
463,ID-JI,2020-08-03,2020-08-21,Cluster Pernikahan Jawa Timur 52,Pernikahan,Lokasi Pernikahan Jawa Timur,"Jl. Pernikahan No. 24, Jawa Timur",-2.268265,107.574576,1,110,247,39,17,61,21,48,62,38,47,17,6,2,1,True,True,False,False,Selesai,Cluster Pernikahan terdeteksi di Jawa Timur dengan 110 kasus terkait
464,ID-JI,2021-07-12,2021-07-23,Cluster Perkantoran Jawa Timur 53,Perkantoran,Lokasi Perkantoran Jawa Timur,"Jl. Perkantoran No. 62, Jawa Timur",-7.505341,122.771184,1,93,277,74,25,48,15,48,45,24,52,13,3,1,0,True,True,False,False,Selesai,Cluster Perkantoran terdeteksi di Jawa Timur dengan 93 kasus terkait
465,ID-JI,2020-12-20,2020-12-28,Cluster Keagamaan Jawa Timur 54,Keagamaan,Lokasi Keagamaan Jawa Timur,"Jl. Keagamaan No. 52, Jawa Timur",2.084835,111.572549,1,122,294,49,28,84,22,67,55,46,50,22,4,2,1,False,True,False,True,Terkendali,Cluster Keagamaan terdeteksi di Jawa Timur dengan 122 kasus terkait
466,ID-JI,2020-06-04,2020-06-28,Cluster Keagamaan Jawa Timur 55,Keagamaan,Lokasi Keagamaan Jawa Timur,"Jl. Keagamaan No. 55, Jawa Timur",2.344079,102.107391,1,60,294,31,13,40,11,29,31,14,29,6,3,1,0,False,True,False,True,Selesai,Cluster Keagamaan terdeteksi di Jawa Timur dengan 60 kasus terkait
467,ID-BT,2020-12-14,2021-01-30,Cluster Keluarga Banten 1,Keluarga,Lokasi Keluarga Banten,"Jl. Keluarga No. 15, Banten",-5.531296,120.444976,1,22,100,26,4,14,3,11,11,4,12,3,0,0,0,True,True,False,False,Terkendali,Cluster Keluarga terdeteksi di Banten dengan 22 kasus terkait
468,ID-BT,2021-03-22,2021-04-05,Cluster Perkantoran Banten 2,Perkantoran,Lokasi Perkantoran Banten,"Jl. Perkantoran No. 83, Banten",-10.898581,121.98931,1,55,149,44,14,33,5,23,32,12,26,9,2,1,0,True,False,True,True,Selesai,Cluster Perkantoran terdeteksi di Banten dengan 55 kasus terkait
469,ID-BT,2022-07-21,2022-08-05,Cluster Olahraga Banten 3,Olahraga,Lokasi Olahraga Banten,"Jl. Olahraga No. 87, Banten",-4.486561,98.452805,1,78,313,93,21,46,8,36,42,23,38,15,4,1,1,False,True,False,False,Selesai,Cluster Olahraga terdeteksi di Banten dengan 78 kasus terkait
