id_vaksinasi,iso_code,tanggal,vaksin_sinovac,vaksin_astrazeneca,vaksin_pfizer,vaksin_moderna,vaksin_novavax,vaksin_lainnya,dosis_1,dosis_2,dosis_booster,lansia_vaksin,dewasa_vaksin,remaja_vaksin,anak_vaksin,nakes_vaksin,guru_vaksin,petugas_publik_vaksin,puskesmas_vaksin,rumah_sakit_vaksin,sentra_vaksin,drive_thru_vaksin,kipi_ringan,kipi_sedang,kipi_berat
1287,ID-GO,2021-11-15,4536,3062,4909,4036,0,0,7767,9443,678,3182,9947,2469,0,2235,603,1279,8746,3536,2475,1075,311,94,13
1288,ID-SR,2021-11-15,2194,1083,2768,2350,78,184,4269,5099,755,1478,6230,633,0,751,736,201,4469,2456,1412,451,360,23,1
1289,ID-MA,2021-11-15,3648,2101,5608,1995,0,0,5457,6861,549,2928,8531,1858,0,1700,418,487,6749,3006,1698,1831,646,111,1
1290,ID-MU,2021-11-15,2648,2229,4675,2738,0,0,5103,8298,152,2840,8468,1051,0,964,1012,561,5725,2627,1332,1526,465,105,8
1291,ID-PA,2021-11-15,2079,1412,2417,735,180,420,2190,4223,673,1730,5311,882,0,410,720,233,3340,1868,1291,867,164,19,2
1292,ID-PB,2021-11-15,1243,628,1524,584,129,301,1568,2850,267,978,3100,521,0,240,160,91,2254,1299,496,534,94,30,2
1293,ID-AC,2021-11-22,8354,3555,11329,6605,0,0,13597,20531,900,5317,21034,4038,0,2010,2369,1737,17246,6700,5113,3801,1238,268,26
1294,ID-SU,2021-11-22,6580,3628,11036,5271,181,422,10083,15758,1334,6762,16778,1920,0,3846,1600,1072,12333,6661,4639,1615,360,153,5
1295,ID-SB,2021-11-22,4661,3137,5556,3429,0,0,8256,10657,875,3515,10253,2050,0,842,1358,457,10032,3556,2182,1512,338,124,2
1296,ID-RI,2021-11-22,2681,1702,2644,1824,0,0,3298,4962,647,1594,6529,630,0,1090,742,451,4508,2346,1182,1071,173,88,6
1297,ID-JA,2021-11-22,4567,3921,6525,2807,0,0,5547,10906,1581,3800,11602,1198,0,2550,730,1159,9719,4552,1836,2617,716,82,10
1298,ID-SS,2021-11-22,8633,6234,10223,2778,0,0,11376,15943,2003,4746,20870,3703,0,3195,1540,662,12860,7685,4650,1765,399,207,23
1299,ID-BE,2021-11-22,2099,1024,2456,1315,0,0,3230,3476,32,1203,4674,386,0,780,569,310,3741,1905,1207,992,130,9,5
1300,ID-LA,2021-11-22,11405,7156,15971,6783,0,0,14649,22899,638,9069,27486,5050,0,4300,3741,3141,17980,9956,4376,4027,886,362,34
1301,ID-BB,2021-11-22,2231,1434,2933,1821,0,0,2676,5216,134,1349,6311,649,0,822,458,602,4725,1846,1122,532,134,22,8
1302,ID-KR,2021-11-22,3093,1127,2666,2089,0,0,3390,6196,229,1500,6632,1303,0,648,275,669,4952,2691,1311,1144,182,70,6
1303,ID-JK,2021-11-22,4561,4261,6913,2722,760,1774,8249,13622,772,3411,14824,1469,0,2645,1474,1658,8656,5874,3863,2896,545,195,9
1304,ID-JB,2021-11-22,54140,45001,78461,67687,0,0,79940,148782,8706,46610,175626,31170,0,17927,9759,16481,140053,54432,41065,16832,9820,704,32
1305,ID-JT,2021-11-22,52426,40432,68173,37069,0,0,61538,120572,11570,32539,125029,28439,0,10579,16247,4094,87065,44240,34898,23431,6990,1156,164
1306,ID-YO,2021-11-22,1415,993,2504,643,0,0,2066,3318,304,1345,3557,399,0,333,370,348,2917,1529,937,340,266,34,2
1307,ID-JI,2021-11-22,16865,9620,15318,11465,0,0,19778,29856,4431,8757,34898,6209,0,5536,2427,3049,22983,12194,7048,6462,1873,269,36
1308,ID-BT,2021-11-22,4772,3044,5546,2096,0,0,6881,8139,1533,2648,11136,831,0,1705,1127,872,9008,4138,2346,1109,285,111,1
1309,ID-BA,2021-11-22,1587,870,2072,1169,0,0,2807,3758,444,1242,4040,357,0,291,344,413,3118,1438,933,722,148,29,5
1310,ID-NB,2021-11-22,2627,2448,4159,1923,0,0,4533,6128,624,2073,7724,1551,0,558,746,347,4790,2755,1304,672,268,87,3
1311,ID-NT,2021-11-22,2881,2386,5530,1619,0,0,5223,7735,1138,2221,7824,1319,0,1018,1019,557,6047,3305,1698,713,153,67,1
1312,ID-KB,2021-11-22,1776,494,1578,1253,0,0,2007,2758,342,878,3629,340,0,630,387,243,2774,1441,596,627,109,28,1
1313,ID-KT,2021-11-22,2203,1030,2105,1443,0,0,2821,3435,7,1389,4506,827,0,832,558,220,3877,1460,888,965,189,53,6
1314,ID-KS,2021-11-22,2523,2041,3913,1818,72,168,5139,5460,1044,2417,7564,1176,0,551,461,271,5088,3071,1865,1218,259,100,2
1315,ID-KI,2021-11-22,2250,1689,2847,1180,0,0,3921,5313,203,1588,5034,1163,0,584,484,421,3277,2207,1507,965,121,75,1
1316,ID-KU,2021-11-22,2005,1980,2216,965,0,0,2927,4864,530,1392,4937,1019,0,745,333,334,3218,1622,747,945,217,47,3
1317,ID-SA,2021-11-22,2704,863,2693,1565,0,0,3240,4838,526,1393,5636,1136,0,520,744,296,4499,1845,1195,856,133,15,6
1318,ID-ST,2021-11-22,3119,2970,4502,1265,0,0,4792,6034,391,2146,8219,1045,0,593,604,807,5244,2848,1708,1137,466,74,8
1319,ID-SN,2021-11-22,11615,5590,13161,6826,1060,2475,20241,22300,2340,8881,28705,6023,0,4281,2387,2043,23835,8431,6365,4638,476,344,8
1320,ID-SG,2021-11-22,2260,1326,3018,1931,215,502,4098,5850,1,2141,6267,754,0,462,836,277,4328,2641,1103,942,131,82,1
1321,ID-GO,2021-11-22,1349,890,2049,1525,0,0,1851,3342,31,1306,4058,343,0,462,405,317,2545,1395,1037,507,262,23,3
1322,ID-SR,2021-11-22,3848,2418,5162,2381,0,0,5612,7129,598,2983,8444,701,0,706,715,1061,7173,3043,1605,1844,667,83,10
1323,ID-MA,2021-11-22,4791,2142,4926,3494,0,0,4917,8974,235,3210,9689,983,0,1938,760,632,9094,3135,2873,2087,649,21,2
1324,ID-MU,2021-11-22,3616,4091,4688,4259,0,0,6648,10066,580,2755,11113,1733,0,1479,623,1023,9646,4965,3172,2146,659,124,11
1325,ID-PA,2021-11-22,5585,3057,6525,4041,0,0,7411,11487,179,3092,13122,1052,0,2195,1305,1420,10246,4094,3204,2199,368,136,16
1326,ID-PB,2021-11-22,3374,1925,5242,3880,0,0,5791,8639,1039,2358,9581,938,0,886,719,861,7499,3684,2433,1732,718,120,12
1327,ID-AC,2021-11-29,7711,5128,9371,4093,0,0,10771,18237,945,4849,16133,1685,0,1443,1188,1192,13250,6325,3351,1586,987,158,2
1328,ID-SU,2021-11-29,10887,5497,9349,6310,0,0,10095,19938,2906,5628,23092,3370,0,2358,1914,1267,14614,9213,3299,2896,1077,266,24
1329,ID-SB,2021-11-29,4948,1384,6025,3086,0,0,6043,8773,667,3177,10850,1756,0,2184,839,914,7681,3307,3062,892,242,101,1
1330,ID-RI,2021-11-29,6075,5678,8983,5880,0,0,8938,17821,1795,5661,17118,2412,0,2370,957,1491,12485,5442,3701,3610,570,59,26
1331,ID-JA,2021-11-29,2295,1239,3455,2171,0,0,3334,6240,123,2090,6439,576,0,1196,888,229,5053,2186,1620,952,251,72,3
1332,ID-SS,2021-11-29,6275,7121,11740,5408,0,0,13019,20074,1261,6568,18898,2656,0,2007,1980,1510,16394,6245,3246,2638,1447,292,8
1333,ID-BE,2021-11-29,2662,1503,3896,1631,572,1336,3831,7721,452,1779,7867,1444,0,1186,850,649,6678,2845,1285,1688,142,92,1
1334,ID-LA,2021-11-29,6761,2840,6633,2294,297,693,8662,11770,725,3735,12675,2851,0,2193,979,565,8390,5320,3339,988,261,45,17
1335,ID-BB,2021-11-29,1572,1555,2781,1616,0,0,2674,4812,601,1340,4549,1055,0,1073,481,250,4054,2106,900,1010,215,64,4
1336,ID-KR,2021-11-29,3218,1531,4299,1136,0,0,3288,6987,149,1622,6862,1466,0,1390,947,519,5096,2701,1996,1328,332,23,3
1337,ID-JK,2021-11-29,14467,10369,24464,13509,0,0,24309,34130,2088,12586,41940,4913,0,9070,3409,1736,27801,16972,9435,9109,989,486,62
1338,ID-JB,2021-11-29,47388,33438,92701,25909,2029,4735,75136,116583,1394,40537,140001,21797,0,14157,6550,4693,92770,48176,25370,25490,3601,1991,50
1339,ID-JT,2021-11-29,51350,34657,66965,31310,0,0,56915,96877,10061,36766,119441,22045,0,18438,6547,11039,75762,45566,22254,21819,7898,1373,83
1340,ID-YO,2021-11-29,1741,1275,3293,931,23,54,2383,4620,25,1713,5172,1054,0,553,708,242,3857,1552,1321,425,343,30,4
1341,ID-JI,2021-11-29,49408,28812,78935,29026,0,0,90542,101041,11080,39327,125080,24404,0,22034,10308,6260,83522,42386,29428,17704,6495,1597,96
1342,ID-BT,2021-11-29,1437,1023,1882,659,0,0,1794,3100,248,1119,3407,428,0,525,294,120,2531,1253,919,488,130,47,4
1343,ID-BA,2021-11-29,2873,2201,5313,2539,0,0,4537,7642,1263,2222,8002,1813,0,1400,428,971,5724,2792,1533,1772,295,77,12
1344,ID-NB,2021-11-29,2132,1168,2674,1342,285,665,4037,5353,746,1420,5451,796,0,793,666,411,3317,1668,1159,753,412,64,3
1345,ID-NT,2021-11-29,1197,534,1349,403,0,0,1736,2335,41,859,2501,398,0,218,246,263,1991,871,649,361,101,28,2
1346,ID-KB,2021-11-29,1161,1187,1932,642,0,0,1487,2755,383,1055,3690,458,0,327,409,364,2363,1460,508,380,118,15,1
1347,ID-KT,2021-11-29,2307,850,2218,1580,0,0,2471,4699,391,1121,4716,562,0,946,419,180,4126,1517,715,618,134,41,1
1348,ID-KS,2021-11-29,2462,2559,5379,1753,0,0,4560,7597,642,1924,8040,1018,0,1032,672,961,6204,3190,1667,1740,202,80,6
1349,ID-KI,2021-11-29,4632,1708,5673,1671,0,0,5991,7762,679,2721,9157,1395,0,1335,761,445,7631,3318,1653,1745,185,45,8
1350,ID-KU,2021-11-29,2444,2632,4117,2924,0,0,5216,7995,217,2770,8824,838,0,1342,374,832,6905,2562,2260,646,157,36,2
1351,ID-SA,2021-11-29,2633,1081,2254,935,0,0,3412,4140,107,1086,5169,761,0,405,624,355,3304,1932,955,910,296,58,5
1352,ID-ST,2021-11-29,1185,954,1391,689,0,0,1341,2937,203,856,3114,371,0,469,295,201,1882,1034,834,457,108,5,1
1353,ID-SN,2021-11-29,3773,2573,6946,1779,270,630,6417,9222,903,3962,11729,2253,0,1789,1003,956,8793,3775,3058,1507,284,126,8
1354,ID-SG,2021-11-29,688,515,1343,367,51,120,1520,1959,63,712,2188,416,0,155,301,140,1443,773,520,421,115,14,0
1355,ID-GO,2021-11-29,4307,3317,5580,4075,0,0,6914,12047,827,4025,12753,1885,0,2296,1666,1295,10342,4165,2197,1721,289,48,9
1356,ID-SR,2021-11-29,4335,3621,5923,2224,0,0,6098,10859,424,2954,10735,1999,0,1425,775,885,7294,3933,1736,1374,565,123,5
1357,ID-MA,2021-11-29,2084,1364,2556,1894,126,295,2917,5449,200,1659,5741,420,0,1019,645,539,4344,1925,1020,934,193,10,4
1358,ID-MU,2021-11-29,3269,3492,3915,3750,0,0,5842,8293,767,2450,9810,2055,0,1558,621,814,6484,3751,1879,1789,169,133,11
1359,ID-PA,2021-11-29,818,475,1653,921,0,0,1227,1934,340,664,2790,466,0,517,201,87,2117,827,526,282,121,25,1
1360,ID-PB,2021-11-29,1401,970,1932,1005,35,81,2377,3795,517,1027,3606,291,0,389,488,152,2696,1531,851,528,78,34,4
1361,ID-AC,2021-12-06,6741,3005,8880,2122,0,0,6592,11116,1015,3205,14951,1265,1813,1717,1191,1630,9387,5977,3061,2352,375,57,6
1362,ID-SU,2021-12-06,18572,9937,22318,10690,1066,2487,30742,37366,4592,12838,44801,8817,149,8514,3518,4258,34374,14207,6713,8202,726,301,37
1363,ID-SB,2021-12-06,2461,785,2222,1887,0,0,3235,4678,88,1220,4614,1017,293,437,333,195,3217,1810,1003,841,226,27,5
1364,ID-RI,2021-12-06,8963,6425,7971,4154,0,0,11008,13805,2522,5516,20548,2721,181,1499,2371,1217,14533,5830,2833,2551,320,36,14
1365,ID-JA,2021-12-06,1679,1250,2119,1343,0,0,2572,3446,6,1121,4641,544,136,913,338,237,3423,1832,1200,715,186,35,4
1366,ID-SS,2021-12-06,5246,2962,6517,2093,0,0,7276,9720,1658,2935,12482,1560,1251,1388,1239,1172,9916,5035,3176,1767,611,153,16
1367,ID-BE,2021-12-06,2058,3006,4968,1072,0,0,4722,6377,5,2457,7232,1025,693,615,910,327,6292,2941,2108,1229,376,73,4
1368,ID-LA,2021-12-06,5880,3969,4997,2238,0,0,8028,9907,452,2568,10877,1606,1097,1054,934,1166,9709,4790,2874,1210,282,35,15
1369,ID-BB,2021-12-06,2859,1250,5217,1741,0,0,3368,5816,86,2708,6872,596,1103,1498,1055,305,6437,2546,2074,1418,125,34,10
1370,ID-KR,2021-12-06,3747,2868,6146,1996,0,0,5950,8687,1216,3098,10813,1603,775,1842,722,929,7786,3434,2252,892,654,85,7
1371,ID-JK,2021-12-06,11597,9912,15994,13980,0,0,24217,31784,4469,8229,33540,7057,1879,4978,3053,2660,26008,14023,6880,4316,599,76,28
1372,ID-JB,2021-12-06,54753,42853,67195,42618,0,0,73086,124526,8041,45117,134985,27473,15809,21001,10313,13350,119671,59017,36030,20958,3204,684,96
1373,ID-JT,2021-12-06,19259,12957,30253,21024,0,0,34994,47776,6544,17544,60114,11974,3074,6951,5490,5972,41876,22641,13893,7903,3426,308,66
1374,ID-YO,2021-12-06,2521,1673,3154,2314,0,0,3613,6530,113,1658,6445,1305,711,1267,457,538,5054,1948,1026,758,224,41,9
1375,ID-JI,2021-12-06,33441,30314,48892,35632,0,0,71827,99212,1564,28564,93359,15771,11685,17185,9519,4336,70106,32932,28197,21205,6088,723,49
1376,ID-BT,2021-12-06,2411,1892,5390,3333,0,0,6475,7791,885,2471,8201,733,368,1130,493,751,5930,3251,2512,1718,159,46,5
1377,ID-BA,2021-12-06,3461,1649,4104,1616,0,0,5048,7415,867,2662,7186,1146,1050,774,607,846,5757,2923,2015,990,328,65,8
1378,ID-NB,2021-12-06,1465,2165,3263,860,0,0,3105,5053,39,1318,5202,674,255,753,406,228,4071,1999,1227,560,249,69,6
1379,ID-NT,2021-12-06,4085,2848,4506,1912,0,0,5403,9227,1179,3315,9104,1530,32,785,744,899,6813,3467,1459,1160,242,18,6
1380,ID-KB,2021-12-06,1153,494,1559,528,0,0,1282,2293,90,779,2343,187,249,274,258,174,1620,991,728,395,129,21,1
1381,ID-KT,2021-12-06,4337,3574,5457,2719,0,0,6126,10449,439,3769,9978,817,374,1628,587,605,8824,3868,2078,1251,629,75,5
1382,ID-KS,2021-12-06,982,711,1522,849,0,0,1838,2519,176,706,2800,467,210,480,278,189,2320,923,636,329,126,28,1
1383,ID-KI,2021-12-06,3985,3195,7149,3078,0,0,7670,9571,1410,3185,11585,1411,250,1940,534,507,8281,4863,3061,2344,827,143,5
1384,ID-KU,2021-12-06,4016,2655,7218,2948,0,0,8279,8828,1660,2832,10453,2157,245,1961,1271,1321,8908,3815,2626,1073,776,51,4
1385,ID-SA,2021-12-06,2751,1359,4382,2076,0,0,3306,6371,519,1903,7740,1078,345,1058,355,379,4924,2730,1782,1493,243,84,7
1386,ID-ST,2021-12-06,3605,2793,4050,2815,0,0,5311,8121,2,3165,8628,1790,174,1187,1092,783,5997,2991,2124,948,352,40,6
1387,ID-SN,2021-12-06,4924,6502,8249,6149,0,0,11877,13829,158,4263,19293,2608,1144,2468,955,1087,10591,6006,4213,1530,1261,106,24
1388,ID-SG,2021-12-06,873,569,1044,471,90,212,1551,1986,16,517,2084,224,60,223,226,234,1614,790,557,229,143,22,2
1389,ID-GO,2021-12-06,913,505,1462,358,99,233,1100,2486,285,755,2184,472,15,308,138,88,1619,878,656,456,166,22,2
1390,ID-SR,2021-12-06,2347,1224,2397,762,183,428,2467,4576,315,1804,5288,525,663,736,319,284,4210,1929,1085,1025,284,15,0
1391,ID-MA,2021-12-06,1251,512,1873,501,0,0,1573,2554,118,952,2607,397,116,391,403,121,1889,861,465,323,173,10,1
1392,ID-MU,2021-12-06,2678,974,2455,846,78,184,2762,4121,368,1384,4487,688,239,468,447,204,2964,1617,1175,702,88,36,2
1393,ID-PA,2021-12-06,1168,529,1390,829,0,0,1711,2299,190,754,2351,376,29,223,166,242,1637,933,732,430,166,38,1
1394,ID-PB,2021-12-06,3950,1831,5511,1835,0,0,5591,7536,695,2932,9256,1927,1143,1205,828,306,6412,3015,1503,798,408,16,4
1395,ID-AC,2021-12-13,3268,3229,5901,2914,0,0,6688,9919,878,2515,9266,870,1186,2152,805,586,7669,4255,1682,1694,269,69,6
1396,ID-SU,2021-12-13,11830,4199,10382,4872,0,0,13818,17945,946,6148,22854,1573,2564,4378,1200,2072,14162,7666,4532,3565,496,252,3
1397,ID-SB,2021-12-13,3706,1639,6770,2455,8,20,6423,9116,805,3182,10522,1989,1343,1646,1015,704,7150,4146,2246,1285,209,64,7
1398,ID-RI,2021-12-13,2208,1367,3082,2020,0,0,3946,4753,662,1361,5280,735,315,1149,311,370,4805,1899,1490,497,291,86,3
1399,ID-JA,2021-12-13,2204,2363,4967,2621,0,0,3751,6929,871,2588,8985,1665,1006,1797,648,390,6906,2998,2022,1643,603,106,1
1400,ID-SS,2021-12-13,3858,1675,6664,3754,119,279,6295,10308,1179,3188,11234,2156,671,2060,1610,1141,8690,4557,2974,923,530,91,14
1401,ID-BE,2021-12-13,2437,2627,5792,1710,0,0,5876,7759,85,2234,8617,1651,84,1215,420,399,5368,3380,2094,1291,298,108,8
1402,ID-LA,2021-12-13,8797,7963,14149,7732,0,0,12246,24506,1793,8491,26120,5336,388,4108,2313,2293,21138,11239,5046,2040,1145,108,14
1403,ID-BB,2021-12-13,2818,2631,4430,3021,0,0,5978,6835,456,2987,9373,1897,475,954,1224,903,7569,3435,2318,1587,532,83,5
1404,ID-KR,2021-12-13,972,662,1610,988,0,0,1881,2468,200,788,2615,266,47,519,204,198,2522,1057,680,369,209,39,2
1405,ID-JK,2021-12-13,17401,8486,21423,9179,0,0,23775,34913,4246,9475,35118,3028,453,3955,4450,4153,27406,14562,6488,7399,817,101,27
1406,ID-JB,2021-12-13,38141,27890,69865,22865,483,1127,50558,104711,7671,27531,103942,14326,2126,20813,12935,7801,71594,37357,21353,14810,2704,356,113
1407,ID-JT,2021-12-13,57775,22257,59195,18127,0,0,64783,91367,13445,32874,101266,13664,7113,16846,6540,4351,81163,32772,25881,15903,3686,1478,128
1408,ID-YO,2021-12-13,2505,2396,4599,1714,0,0,5064,7061,354,2764,7893,1115,541,1508,398,426,4651,2383,1459,899,255,46,6
1409,ID-JI,2021-12-13,32340,25129,56035,41065,0,0,50720,107230,2440,32751,104695,19059,2907,16871,13884,7271,72719,37370,29090,11694,2778,294,89
1410,ID-BT,2021-12-13,4899,4039,6309,2837,0,0,6598,10487,1372,3124,13353,2067,492,2354,619,1139,7290,3880,2688,2258,523,119,7
1411,ID-BA,2021-12-13,3012,3721,3932,3538,0,0,6532,8535,1246,3003,9824,2042,911,1014,580,1006,7464,3189,2057,2064,261,53,7
1412,ID-NB,2021-12-13,2335,1750,4242,2875,0,0,4031,6428,59,1783,8363,1021,942,1544,462,349,6345,2614,1482,1026,184,103,10
1413,ID-NT,2021-12-13,3479,1946,4899,3135,0,0,4494,8515,766,2024,9764,785,598,1569,619,580,7841,3927,2424,1919,583,44,9
1414,ID-KB,2021-12-13,2447,1282,5338,3322,0,0,5018,8635,63,2574,8871,753,235,784,596,814,5167,2697,2369,824,437,66,5
1415,ID-KT,2021-12-13,1582,1682,2940,1768,0,0,2528,5152,723,1410,5012,936,346,685,687,226,3731,2344,1435,452,368,57,7
1416,ID-KS,2021-12-13,2769,2141,4170,2361,0,0,4688,7015,805,1919,8242,1250,194,1503,1034,670,4811,2612,1796,1613,238,23,2
1417,ID-KI,2021-12-13,668,810,1517,735,0,0,1414,2295,70,604,2716,340,57,524,328,258,1514,913,704,243,129,20,1
1418,ID-KU,2021-12-13,2163,1341,3289,1191,0,0,2976,4466,59,1630,5345,1149,478,596,455,584,3715,2081,879,731,385,57,4
1419,ID-SA,2021-12-13,5881,2067,4933,1835,71,165,6443,10145,147,2335,9677,953,153,1349,1367,987,8634,3343,1768,1122,577,16,3
1420,ID-ST,2021-12-13,5095,3858,5144,3917,0,0,7121,9301,437,4107,10835,1151,444,2404,1495,633,8076,4366,3242,2366,521,22,14
1421,ID-SN,2021-12-13,10835,7207,13355,7265,0,0,16161,23469,2473,9317,25671,3460,1816,2133,2618,2806,22154,9614,4384,2086,1392,100,14
1422,ID-SG,2021-12-13,2297,3000,4950,3112,0,0,4997,6874,918,3091,9526,1622,658,1893,666,637,7947,3132,1580,1130,606,65,11
1423,ID-GO,2021-12-13,4734,2103,4988,4453,0,0,6297,10495,1226,3602,11185,1333,301,1718,606,864,9099,4087,1938,1434,287,114,4
1424,ID-SR,2021-12-13,4031,2410,3958,3602,0,0,6265,7111,252,3327,9140,1979,1082,1023,930,785,7221,2899,1513,1297,464,37,2
1425,ID-MA,2021-12-13,1322,1278,2350,895,0,0,2706,4072,582,878,3927,295,326,829,544,315,3107,1525,1047,525,241,29,3
1426,ID-MU,2021-12-13,3240,2905,3979,3285,0,0,6199,9150,480,2830,9701,1411,992,1043,563,992,6926,3133,1603,1804,235,17,5
1427,ID-PA,2021-12-13,985,823,1300,905,0,0,1291,2606,370,641,2766,400,137,470,394,274,1949,963,543,443,191,16,0
1428,ID-PB,2021-12-13,934,1044,1817,484,0,0,1506,2498,300,1002,3072,413,411,230,340,312,2418,929,698,447,66,7,0
1429,ID-AC,2021-12-20,6364,4678,9279,5212,0,0,9464,17161,1722,5723,18581,2094,354,3373,892,757,14039,7527,3633,3210,763,213,4
1430,ID-SU,2021-12-20,12280,4707,16610,4036,0,0,11411,22843,1515,9310,22883,3507,2885,4822,2660,1338,21304,7627,6826,3885,1143,43,27
1431,ID-SB,2021-12-20,2566,1597,2862,1863,0,0,2895,5334,270,1961,5364,521,40,904,871,211,4682,2195,1284,1148,156,69,3
1432,ID-RI,2021-12-20,6077,5816,6211,4788,0,0,11274,12728,1474,4954,14613,2802,702,1441,756,953,13143,6420,2962,2049,289,152,4
1433,ID-JA,2021-12-20,1192,744,2004,956,0,0,1599,3153,372,1223,3440,307,113,714,291,350,2636,1043,531,429,201,36,4
1434,ID-SS,2021-12-20,9565,7837,11174,6610,0,0,16933,23385,1728,6953,23423,3064,223,3518,2200,865,19632,9171,3814,5175,666,179,23
1435,ID-BE,2021-12-20,1259,962,1516,848,102,240,2056,2778,364,941,3333,654,317,635,433,164,2083,1259,830,492,241,34,3
1436,ID-LA,2021-12-20,6509,7049,14365,5306,0,0,13188,18734,1101,5624,22772,4210,1792,2742,2535,2100,13510,9638,6071,3658,1352,207,16
1437,ID-BB,2021-12-20,2919,1178,4238,2254,150,351,5207,7533,9,2747,7883,1623,82,948,688,658,4848,2979,1493,1311,265,44,3
1438,ID-KR,2021-12-20,1753,1721,2099,1720,0,0,3527,4679,494,1426,5139,731,383,1073,518,529,3857,2113,828,1074,103,68,5
1439,ID-JK,2021-12-20,7076,7239,15059,3238,0,0,14715,18330,2477,5113,20177,2197,1312,3874,1816,1614,17563,9433,4172,4704,356,236,12
1440,ID-JB,2021-12-20,38595,26584,45714,20121,0,0,64457,68810,3830,30444,97497,7327,3390,13738,8240,3524,52816,27741,19169,16751,2520,316,67
1441,ID-JT,2021-12-20,10993,6789,19552,4526,272,635,14919,24018,1608,8224,29061,6380,3741,4949,2050,2937,22917,11781,7010,2382,1792,130,42
1442,ID-YO,2021-12-20,3644,2766,5661,3621,0,0,6507,8665,1320,2606,10514,1227,827,949,1497,494,6569,3806,3103,1169,312,130,14
1443,ID-JI,2021-12-20,54574,17942,68748,20020,0,0,60230,83244,13174,25109,102715,11967,12240,12431,13067,4721,93167,45257,23692,8521,6854,1565,116
1444,ID-BT,2021-12-20,1256,652,2372,722,155,361,1791,3666,142,1179,3405,737,497,629,176,114,2320,1510,910,388,228,23,1
1445,ID-BA,2021-12-20,1307,597,1676,721,0,0,2088,2713,406,966,2816,301,114,273,362,116,2436,906,724,502,149,31,1
1446,ID-NB,2021-12-20,3338,2839,4805,3192,0,0,5186,7681,1081,3538,9177,2085,569,889,1061,597,7182,3217,2284,1866,514,137,3
1447,ID-NT,2021-12-20,1266,1118,2217,1404,0,0,2415,3835,569,1343,4169,826,102,611,321,453,2997,1228,898,699,81,43,5
1448,ID-KB,2021-12-20,4649,2212,5883,3400,0,0,7788,9228,452,3553,10878,1586,460,2275,1123,579,8353,3283,2303,2109,192,17,9
1449,ID-KT,2021-12-20,5188,2400,5518,1688,0,0,6632,8750,1192,3406,9978,1618,1161,1946,1026,1097,8477,3925,2041,1601,230,17,12
1450,ID-KS,2021-12-20,761,566,1520,562,0,0,1157,2001,31,659,2338,508,291,448,135,197,1536,692,533,305,52,23,3
1451,ID-KI,2021-12-20,1255,595,1857,1082,0,0,1645,2750,310,829,3362,571,279,357,356,241,2424,1411,928,459,157,11,4
1452,ID-KU,2021-12-20,2903,1624,3918,1739,0,0,4533,5776,813,2143,7253,870,634,1367,828,738,4426,2775,1757,1011,457,72,8
1453,ID-SA,2021-12-20,3630,1529,4360,3405,0,0,6285,7185,30,2214,9625,1155,860,813,738,616,7542,2934,1331,1507,635,45,12
1454,ID-ST,2021-12-20,1923,817,2888,1029,113,265,2222,3690,11,1060,4364,963,92,857,290,342,3728,1885,941,602,293,66,6
1455,ID-SN,2021-12-20,12434,12338,16552,8461,0,0,17652,26946,1046,10948,31491,6233,4081,7441,3085,3180,21240,12149,9774,5515,2030,308,8
1456,ID-SG,2021-12-20,3247,1484,5450,2870,435,1015,6545,7447,280,3086,9248,2170,756,2112,1012,975,8617,4243,1948,1993,184,132,7
1457,ID-GO,2021-12-20,890,591,1786,918,45,105,1357,2560,13,1001,3244,239,270,581,271,307,2518,912,490,423,76,41,4
1458,ID-SR,2021-12-20,3612,1313,5901,1571,0,0,5430,7859,1236,2611,8980,1483,651,1130,993,248,5104,2666,1273,1432,360,109,11
1459,ID-MA,2021-12-20,1411,1115,1584,605,0,0,1976,2964,152,902,2855,346,35,390,346,314,2474,1283,917,289,115,38,0
1460,ID-MU,2021-12-20,1015,1438,2029,557,0,0,1949,2522,304,1228,3374,257,481,621,194,167,2039,1231,818,465,181,28,4
1461,ID-PA,2021-12-20,2320,1155,3434,1499,0,0,3489,4367,281,1510,6090,788,757,749,618,509,3578,1831,1201,705,265,17,6
1462,ID-PB,2021-12-20,1206,1353,1592,971,0,0,2320,2892,23,1257,3272,461,54,705,247,161,2351,1469,951,719,73,41,4
1463,ID-AC,2021-12-27,7281,3663,9527,3634,0,0,11543,14751,2114,4626,16309,3215,2256,3370,2320,1252,11794,6316,4719,1412,622,200,11
1464,ID-SU,2021-12-27,21154,8444,17019,10132,0,0,19704,34946,3052,13578,35893,5520,411,3746,3986,4127,23942,15552,7697,6639,1751,131,51
1465,ID-SB,2021-12-27,5874,2775,4478,2780,0,0,5703,9488,937,3004,9707,1604,711,1421,1122,1258,9225,4617,1812,875,776,127,15
1466,ID-RI,2021-12-27,8588,2904,10810,6451,0,0,13090,15053,1047,6874,21522,4281,443,2154,916,1921,14134,7205,4531,3702,419,89,21
1467,ID-JA,2021-12-27,1839,912,1560,1076,0,0,2396,2694,469,1301,3887,384,351,294,521,117,3126,1222,981,794,230,25,3
1468,ID-SS,2021-12-27,3637,2240,5846,1840,0,0,6483,8414,1165,3208,9770,1785,37,1354,448,307,6778,3985,1490,1055,265,119,1
